student_id,date,class_id,attendance_status,day_of_week,is_weekend,month,week,is_present,day_name,week_type
STU0819,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0680,2024-03-06,EE310,Absent,2,0,3,10,0,Wednesday,Weekday
STU0882,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0217,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0022,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0202,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0530,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0455,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU1046,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU1063,2024-03-06,EE310,Absent,2,0,3,10,0,Wednesday,Weekday
STU1143,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU1189,2024-03-06,EE310,Absent,2,0,3,10,0,Wednesday,Weekday
STU1179,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0453,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0913,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0767,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0802,2024-03-06,EE310,Absent,2,0,3,10,0,Wednesday,Weekday
STU0949,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU1025,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0309,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0707,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0051,2024-03-06,EE310,Absent,2,0,3,10,0,Wednesday,Weekday
STU0989,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0215,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0606,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0852,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0176,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0238,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0291,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0714,2024-03-06,EE310,Present,2,0,3,10,1,Wednesday,Weekday
STU0703,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU0933,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0424,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU1068,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0990,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0714,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0976,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0200,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0898,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0927,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0654,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0138,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0615,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0092,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0236,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0047,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0224,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0337,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0500,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU1057,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0358,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU1131,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0328,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0678,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU1147,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0874,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0947,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0475,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0830,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU0378,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0382,2024-03-06,CS103,Present,2,0,3,10,1,Wednesday,Weekday
STU0886,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU0811,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU0060,2024-03-06,CS103,Absent,2,0,3,10,0,Wednesday,Weekday
STU0405,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0921,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0880,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0797,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0010,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0440,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0422,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0571,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0129,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1183,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0209,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1100,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0383,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0750,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0668,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0404,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0938,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0234,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0538,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1003,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1081,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0642,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0796,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0804,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0713,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0721,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0354,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0610,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0174,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0275,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0242,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0489,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0626,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0240,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0375,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0765,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0290,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1047,2024-03-06,EE307,Absent,2,0,3,10,0,Wednesday,Weekday
STU0857,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0283,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1178,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0786,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0867,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0381,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0997,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1101,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU0355,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1137,2024-03-06,EE307,Present,2,0,3,10,1,Wednesday,Weekday
STU1003,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0592,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0288,2024-03-06,ME205,Absent,2,0,3,10,0,Wednesday,Weekday
STU0384,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0645,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0924,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0110,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0736,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0020,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0993,2024-03-06,ME205,Absent,2,0,3,10,0,Wednesday,Weekday
STU0280,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0400,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0787,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU1151,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU1036,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU1014,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0838,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU1008,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0852,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0910,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU1001,2024-03-06,ME205,Absent,2,0,3,10,0,Wednesday,Weekday
STU0343,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0170,2024-03-06,ME205,Absent,2,0,3,10,0,Wednesday,Weekday
STU1158,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0064,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0452,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0599,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0067,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0563,2024-03-06,ME205,Present,2,0,3,10,1,Wednesday,Weekday
STU0461,2024-03-06,ME205,Absent,2,0,3,10,0,Wednesday,Weekday
STU0592,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0345,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0937,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1159,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1015,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1126,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1047,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0232,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1173,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0234,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0549,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1113,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0752,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1111,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0086,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0904,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU1119,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU0448,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0871,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU0210,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0507,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0610,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0067,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0922,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0539,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0714,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0179,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0900,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0241,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0486,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0430,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0719,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU0877,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU0340,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0286,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU0424,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0122,2024-03-06,CS110,Absent,2,0,3,10,0,Wednesday,Weekday
STU1168,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1091,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0576,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU1104,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0663,2024-03-06,CS110,Present,2,0,3,10,1,Wednesday,Weekday
STU0600,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0593,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1173,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0548,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1054,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0196,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0278,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0843,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0122,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0568,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0260,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0272,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0512,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0300,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0660,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0507,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0805,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1003,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0292,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1183,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0551,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0849,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0769,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0926,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0155,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0191,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0826,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1056,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0570,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0756,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0932,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1000,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0671,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1192,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0006,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0939,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0734,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0130,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU1095,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0815,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0447,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0880,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0434,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU1014,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU0550,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0662,2024-03-06,EE301,Absent,2,0,3,10,0,Wednesday,Weekday
STU0581,2024-03-06,EE301,Present,2,0,3,10,1,Wednesday,Weekday
STU1121,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU1184,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0268,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU1160,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0994,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0704,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0100,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0095,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0204,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0942,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0034,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0255,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0324,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0904,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0935,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0002,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0877,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0415,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0271,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0619,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0326,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0562,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0192,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0739,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0513,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0169,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0762,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0339,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0107,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0812,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0626,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0480,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0880,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0187,2024-03-06,CS108,Present,2,0,3,10,1,Wednesday,Weekday
STU0195,2024-03-06,CS108,Absent,2,0,3,10,0,Wednesday,Weekday
STU0438,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0977,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0160,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0272,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0464,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU1064,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0912,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0020,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0017,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0704,2024-03-06,ME208,Absent,2,0,3,10,0,Wednesday,Weekday
STU0247,2024-03-06,ME208,Absent,2,0,3,10,0,Wednesday,Weekday
STU0865,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0271,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0979,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0146,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0469,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0785,2024-03-06,ME208,Absent,2,0,3,10,0,Wednesday,Weekday
STU0183,2024-03-06,ME208,Absent,2,0,3,10,0,Wednesday,Weekday
STU0210,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0212,2024-03-06,ME208,Absent,2,0,3,10,0,Wednesday,Weekday
STU0642,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0753,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0613,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0281,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0784,2024-03-06,ME208,Present,2,0,3,10,1,Wednesday,Weekday
STU0273,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0293,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0141,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU1087,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1154,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0018,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0337,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0902,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0720,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0437,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0311,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0844,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0907,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0445,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0178,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0206,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0287,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0253,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0787,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0880,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0645,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0508,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0568,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0173,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0509,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1134,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0584,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0055,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0618,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0421,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU1061,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU1044,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0387,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0803,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0606,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0112,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0491,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1014,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0791,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0231,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0494,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1024,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0146,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1082,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0025,2024-03-06,EE306,Absent,2,0,3,10,0,Wednesday,Weekday
STU0740,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0649,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0271,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU0793,2024-03-06,EE306,Present,2,0,3,10,1,Wednesday,Weekday
STU1165,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU0862,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU0749,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU1119,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU0354,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU0965,2024-03-06,ME209,Present,2,0,3,10,1,Wednesday,Weekday
STU0150,2024-03-06,ME209,Absent,2,0,3,10,0,Wednesday,Weekday
