student_id,date,class_id,attendance_status,day_of_week,is_weekend,month,week,is_present
STU0390,2024-03-05,EE301,Present,1,0,3,10,1
STU0241,2024-03-05,EE301,Present,1,0,3,10,1
STU0981,2024-03-05,EE301,Present,1,0,3,10,1
STU0497,2024-03-05,EE301,Present,1,0,3,10,1
STU0419,2024-03-05,EE301,Present,1,0,3,10,1
STU0813,2024-03-05,EE301,Present,1,0,3,10,1
STU0491,2024-03-05,EE301,Present,1,0,3,10,1
STU1131,2024-03-05,EE301,Present,1,0,3,10,1
STU0659,2024-03-05,EE301,Absent,1,0,3,10,0
STU0580,2024-03-05,EE301,Present,1,0,3,10,1
STU0780,2024-03-05,EE301,Present,1,0,3,10,1
STU0955,2024-03-05,EE301,Present,1,0,3,10,1
STU1093,2024-03-05,EE301,Present,1,0,3,10,1
STU0736,2024-03-05,EE301,Present,1,0,3,10,1
STU0632,2024-03-05,EE301,Present,1,0,3,10,1
STU0737,2024-03-05,CS105,Present,1,0,3,10,1
STU1051,2024-03-05,CS105,Present,1,0,3,10,1
STU1019,2024-03-05,CS105,Present,1,0,3,10,1
STU0955,2024-03-05,CS105,Present,1,0,3,10,1
STU0202,2024-03-05,CS105,Present,1,0,3,10,1
STU0962,2024-03-05,CS105,Absent,1,0,3,10,0
STU0656,2024-03-05,CS105,Present,1,0,3,10,1
STU0417,2024-03-05,CS105,Present,1,0,3,10,1
STU0760,2024-03-05,CS105,Absent,1,0,3,10,0
STU0641,2024-03-05,CS105,Absent,1,0,3,10,0
STU0848,2024-03-05,CS105,Present,1,0,3,10,1
STU0094,2024-03-05,CS105,Present,1,0,3,10,1
STU1153,2024-03-05,CS105,Present,1,0,3,10,1
STU0454,2024-03-05,CS105,Present,1,0,3,10,1
STU0299,2024-03-05,CS105,Present,1,0,3,10,1
STU0034,2024-03-05,CS105,Present,1,0,3,10,1
STU0535,2024-03-05,CS105,Present,1,0,3,10,1
STU1134,2024-03-05,CS105,Present,1,0,3,10,1
STU1197,2024-03-05,CS105,Absent,1,0,3,10,0
STU1187,2024-03-05,CS105,Absent,1,0,3,10,0
STU0856,2024-03-05,CS105,Present,1,0,3,10,1
STU0605,2024-03-05,CS105,Present,1,0,3,10,1
STU0313,2024-03-05,CS105,Present,1,0,3,10,1
STU0402,2024-03-05,CS105,Absent,1,0,3,10,0
STU0676,2024-03-05,CS105,Present,1,0,3,10,1
STU0472,2024-03-05,CS105,Present,1,0,3,10,1
STU0778,2024-03-05,CS105,Present,1,0,3,10,1
STU1167,2024-03-05,CS105,Present,1,0,3,10,1
STU0504,2024-03-05,CS105,Present,1,0,3,10,1
STU1023,2024-03-05,CS105,Present,1,0,3,10,1
STU1128,2024-03-05,CS105,Absent,1,0,3,10,0
STU0692,2024-03-05,CS105,Present,1,0,3,10,1
STU0528,2024-03-05,CS105,Present,1,0,3,10,1
STU1001,2024-03-05,EE303,Absent,1,0,3,10,0
STU1005,2024-03-05,EE303,Present,1,0,3,10,1
STU0944,2024-03-05,EE303,Present,1,0,3,10,1
STU0345,2024-03-05,EE303,Present,1,0,3,10,1
STU0722,2024-03-05,EE303,Present,1,0,3,10,1
STU0347,2024-03-05,EE303,Present,1,0,3,10,1
STU0287,2024-03-05,EE303,Absent,1,0,3,10,0
STU1120,2024-03-05,EE303,Present,1,0,3,10,1
STU0377,2024-03-05,EE303,Present,1,0,3,10,1
STU1111,2024-03-05,EE303,Present,1,0,3,10,1
STU0121,2024-03-05,EE303,Absent,1,0,3,10,0
STU1074,2024-03-05,EE303,Absent,1,0,3,10,0
STU0070,2024-03-05,EE303,Absent,1,0,3,10,0
STU0153,2024-03-05,EE303,Present,1,0,3,10,1
STU0100,2024-03-05,EE303,Present,1,0,3,10,1
STU0014,2024-03-05,EE303,Present,1,0,3,10,1
STU0845,2024-03-05,EE303,Present,1,0,3,10,1
STU0282,2024-03-05,EE303,Present,1,0,3,10,1
STU0474,2024-03-05,EE303,Present,1,0,3,10,1
STU0140,2024-03-05,EE303,Present,1,0,3,10,1
STU0310,2024-03-05,EE303,Present,1,0,3,10,1
STU0019,2024-03-05,EE303,Present,1,0,3,10,1
STU0448,2024-03-05,EE303,Present,1,0,3,10,1
STU1036,2024-03-05,EE303,Present,1,0,3,10,1
STU0934,2024-03-05,EE303,Present,1,0,3,10,1
STU0765,2024-03-05,EE303,Present,1,0,3,10,1
STU0124,2024-03-05,EE303,Present,1,0,3,10,1
STU0990,2024-03-05,EE303,Present,1,0,3,10,1
STU1000,2024-03-05,EE303,Present,1,0,3,10,1
STU0033,2024-03-05,EE303,Present,1,0,3,10,1
STU1090,2024-03-05,EE303,Absent,1,0,3,10,0
STU1130,2024-03-05,EE303,Present,1,0,3,10,1
STU0843,2024-03-05,EE303,Present,1,0,3,10,1
STU0025,2024-03-05,EE303,Present,1,0,3,10,1
STU0035,2024-03-05,EE303,Absent,1,0,3,10,0
STU1085,2024-03-05,EE303,Present,1,0,3,10,1
STU0563,2024-03-05,EE303,Present,1,0,3,10,1
STU1098,2024-03-05,EE303,Absent,1,0,3,10,0
STU0588,2024-03-05,EE303,Present,1,0,3,10,1
STU0036,2024-03-05,EE303,Absent,1,0,3,10,0
STU1029,2024-03-05,EE303,Present,1,0,3,10,1
STU0882,2024-03-05,EE303,Present,1,0,3,10,1
STU0368,2024-03-05,EE303,Absent,1,0,3,10,0
STU0220,2024-03-05,EE303,Present,1,0,3,10,1
STU0198,2024-03-05,EE303,Present,1,0,3,10,1
STU0305,2024-03-05,EE303,Present,1,0,3,10,1
STU0494,2024-03-05,EE303,Present,1,0,3,10,1
STU0394,2024-03-05,EE303,Present,1,0,3,10,1
STU1079,2024-03-05,EE303,Present,1,0,3,10,1
STU0726,2024-03-05,EE307,Present,1,0,3,10,1
STU0548,2024-03-05,EE307,Present,1,0,3,10,1
STU0813,2024-03-05,EE307,Present,1,0,3,10,1
STU0162,2024-03-05,EE307,Present,1,0,3,10,1
STU0765,2024-03-05,EE307,Present,1,0,3,10,1
STU0832,2024-03-05,EE307,Present,1,0,3,10,1
STU0941,2024-03-05,EE307,Present,1,0,3,10,1
STU1158,2024-03-05,EE307,Present,1,0,3,10,1
STU0499,2024-03-05,EE307,Absent,1,0,3,10,0
STU0463,2024-03-05,EE307,Present,1,0,3,10,1
STU0615,2024-03-05,EE307,Present,1,0,3,10,1
STU0166,2024-03-05,EE307,Present,1,0,3,10,1
STU0065,2024-03-05,EE307,Present,1,0,3,10,1
STU0192,2024-03-05,EE307,Present,1,0,3,10,1
STU0831,2024-03-05,EE307,Present,1,0,3,10,1
STU0777,2024-03-05,EE307,Present,1,0,3,10,1
STU0773,2024-03-05,EE307,Present,1,0,3,10,1
STU1132,2024-03-05,EE307,Absent,1,0,3,10,0
STU0975,2024-03-05,EE307,Absent,1,0,3,10,0
STU0115,2024-03-05,EE307,Absent,1,0,3,10,0
STU0020,2024-03-05,EE307,Present,1,0,3,10,1
STU0351,2024-03-05,EE307,Present,1,0,3,10,1
STU0170,2024-03-05,EE307,Present,1,0,3,10,1
STU1024,2024-03-05,EE307,Present,1,0,3,10,1
STU0889,2024-03-05,EE307,Present,1,0,3,10,1
STU0679,2024-03-05,EE307,Present,1,0,3,10,1
STU1159,2024-03-05,EE307,Present,1,0,3,10,1
STU0196,2024-03-05,EE307,Present,1,0,3,10,1
STU1082,2024-03-05,EE307,Present,1,0,3,10,1
STU0088,2024-03-05,EE307,Present,1,0,3,10,1
STU0471,2024-03-05,EE307,Present,1,0,3,10,1
STU0433,2024-03-05,EE307,Absent,1,0,3,10,0
STU1161,2024-03-05,EE307,Present,1,0,3,10,1
STU0556,2024-03-05,EE302,Present,1,0,3,10,1
STU0096,2024-03-05,EE302,Present,1,0,3,10,1
STU0153,2024-03-05,EE302,Present,1,0,3,10,1
STU0575,2024-03-05,EE302,Absent,1,0,3,10,0
STU1113,2024-03-05,EE302,Present,1,0,3,10,1
STU1155,2024-03-05,EE302,Present,1,0,3,10,1
STU0068,2024-03-05,EE302,Absent,1,0,3,10,0
STU0368,2024-03-05,EE302,Present,1,0,3,10,1
STU0645,2024-03-05,EE302,Present,1,0,3,10,1
STU0033,2024-03-05,EE302,Present,1,0,3,10,1
STU0425,2024-03-05,EE302,Present,1,0,3,10,1
STU0296,2024-03-05,EE302,Present,1,0,3,10,1
STU0816,2024-03-05,EE302,Absent,1,0,3,10,0
STU0158,2024-03-05,EE302,Present,1,0,3,10,1
STU0613,2024-03-05,EE302,Present,1,0,3,10,1
STU0333,2024-03-05,EE302,Present,1,0,3,10,1
STU0493,2024-03-05,EE302,Present,1,0,3,10,1
STU1161,2024-03-05,EE302,Present,1,0,3,10,1
STU0797,2024-03-05,EE302,Present,1,0,3,10,1
STU1108,2024-03-05,EE302,Absent,1,0,3,10,0
STU0680,2024-03-05,EE302,Present,1,0,3,10,1
STU0787,2024-03-05,EE302,Present,1,0,3,10,1
STU0287,2024-03-05,EE302,Present,1,0,3,10,1
STU0161,2024-03-05,EE302,Present,1,0,3,10,1
STU1026,2024-03-05,EE302,Present,1,0,3,10,1
STU0709,2024-03-05,EE302,Present,1,0,3,10,1
STU0110,2024-03-05,EE302,Present,1,0,3,10,1
STU0201,2024-03-05,EE302,Present,1,0,3,10,1
STU0896,2024-03-05,EE302,Present,1,0,3,10,1
STU0476,2024-03-05,EE302,Absent,1,0,3,10,0
STU0156,2024-03-05,EE302,Present,1,0,3,10,1
STU0698,2024-03-05,EE302,Absent,1,0,3,10,0
STU0813,2024-03-05,EE302,Present,1,0,3,10,1
STU0669,2024-03-05,EE302,Absent,1,0,3,10,0
STU0061,2024-03-05,EE302,Present,1,0,3,10,1
STU0560,2024-03-05,EE302,Absent,1,0,3,10,0
STU0923,2024-03-05,EE302,Absent,1,0,3,10,0
STU1005,2024-03-05,EE302,Present,1,0,3,10,1
STU0468,2024-03-05,EE302,Absent,1,0,3,10,0
STU0729,2024-03-05,EE302,Present,1,0,3,10,1
STU0739,2024-03-06,ME210,Present,2,0,3,10,1
STU0219,2024-03-06,ME210,Present,2,0,3,10,1
STU0188,2024-03-06,ME210,Present,2,0,3,10,1
STU0011,2024-03-06,ME210,Present,2,0,3,10,1
STU0632,2024-03-06,ME210,Present,2,0,3,10,1
STU0911,2024-03-06,ME210,Present,2,0,3,10,1
STU0738,2024-03-06,ME210,Present,2,0,3,10,1
STU0553,2024-03-06,ME210,Absent,2,0,3,10,0
STU0210,2024-03-06,ME210,Present,2,0,3,10,1
STU0272,2024-03-06,ME210,Absent,2,0,3,10,0
STU0179,2024-03-06,ME210,Present,2,0,3,10,1
STU0384,2024-03-06,ME210,Present,2,0,3,10,1
STU0883,2024-03-06,ME210,Present,2,0,3,10,1
STU0920,2024-03-06,ME210,Present,2,0,3,10,1
STU1141,2024-03-06,ME210,Present,2,0,3,10,1
STU1137,2024-03-06,ME210,Absent,2,0,3,10,0
STU1050,2024-03-06,ME210,Present,2,0,3,10,1
STU0836,2024-03-06,ME210,Present,2,0,3,10,1
STU0212,2024-03-06,ME210,Present,2,0,3,10,1
STU0054,2024-03-06,ME210,Present,2,0,3,10,1
STU0184,2024-03-06,ME210,Present,2,0,3,10,1
STU0725,2024-03-06,ME210,Present,2,0,3,10,1
STU1136,2024-03-06,ME210,Present,2,0,3,10,1
STU0191,2024-03-06,ME210,Present,2,0,3,10,1
STU0665,2024-03-06,ME210,Absent,2,0,3,10,0
STU0789,2024-03-06,ME210,Absent,2,0,3,10,0
STU0026,2024-03-06,ME210,Present,2,0,3,10,1
STU0598,2024-03-06,ME210,Present,2,0,3,10,1
STU0848,2024-03-06,ME210,Absent,2,0,3,10,0
STU0795,2024-03-06,ME210,Present,2,0,3,10,1
STU0174,2024-03-06,ME210,Present,2,0,3,10,1
STU1146,2024-03-06,ME210,Present,2,0,3,10,1
STU0498,2024-03-06,ME210,Present,2,0,3,10,1
STU1172,2024-03-06,ME210,Present,2,0,3,10,1
STU1068,2024-03-06,ME210,Present,2,0,3,10,1
STU0780,2024-03-06,EE303,Absent,2,0,3,10,0
STU0348,2024-03-06,EE303,Absent,2,0,3,10,0
STU0285,2024-03-06,EE303,Present,2,0,3,10,1
STU0551,2024-03-06,EE303,Present,2,0,3,10,1
STU0617,2024-03-06,EE303,Absent,2,0,3,10,0
STU0550,2024-03-06,EE303,Present,2,0,3,10,1
STU1010,2024-03-06,EE303,Present,2,0,3,10,1
STU0299,2024-03-06,EE303,Present,2,0,3,10,1
STU0130,2024-03-06,EE303,Present,2,0,3,10,1
STU0343,2024-03-06,EE303,Present,2,0,3,10,1
STU0891,2024-03-06,EE303,Absent,2,0,3,10,0
STU0566,2024-03-06,EE303,Absent,2,0,3,10,0
STU0863,2024-03-06,EE303,Present,2,0,3,10,1
STU0614,2024-03-06,EE303,Present,2,0,3,10,1
STU0992,2024-03-06,EE303,Absent,2,0,3,10,0
STU0158,2024-03-06,EE303,Present,2,0,3,10,1
STU0740,2024-03-06,EE303,Absent,2,0,3,10,0
STU0516,2024-03-06,EE303,Present,2,0,3,10,1
STU0506,2024-03-06,EE303,Present,2,0,3,10,1
STU1016,2024-03-06,EE303,Absent,2,0,3,10,0
STU0401,2024-03-06,EE303,Present,2,0,3,10,1
STU0938,2024-03-06,EE303,Present,2,0,3,10,1
STU0220,2024-03-06,EE303,Present,2,0,3,10,1
STU0278,2024-03-06,EE303,Present,2,0,3,10,1
STU0624,2024-03-06,EE303,Present,2,0,3,10,1
STU0014,2024-03-06,EE303,Present,2,0,3,10,1
STU0811,2024-03-06,EE303,Absent,2,0,3,10,0
STU0681,2024-03-06,EE303,Absent,2,0,3,10,0
STU0779,2024-03-06,EE303,Present,2,0,3,10,1
STU0675,2024-03-06,EE303,Absent,2,0,3,10,0
STU0686,2024-03-06,CS112,Present,2,0,3,10,1
STU0882,2024-03-06,CS112,Present,2,0,3,10,1
STU0279,2024-03-06,CS112,Absent,2,0,3,10,0
STU0616,2024-03-06,CS112,Present,2,0,3,10,1
STU0657,2024-03-06,CS112,Present,2,0,3,10,1
STU0412,2024-03-06,CS112,Absent,2,0,3,10,0
STU0982,2024-03-06,CS112,Present,2,0,3,10,1
STU0644,2024-03-06,CS112,Absent,2,0,3,10,0
STU0364,2024-03-06,CS112,Absent,2,0,3,10,0
STU0816,2024-03-06,CS112,Present,2,0,3,10,1
STU0654,2024-03-06,CS112,Absent,2,0,3,10,0
STU0597,2024-03-06,CS112,Present,2,0,3,10,1
STU1006,2024-03-06,CS112,Present,2,0,3,10,1
STU1180,2024-03-06,CS112,Present,2,0,3,10,1
STU0497,2024-03-06,CS112,Absent,2,0,3,10,0
STU0668,2024-03-06,CS112,Present,2,0,3,10,1
STU0771,2024-03-06,CS112,Present,2,0,3,10,1
STU0575,2024-03-06,CS112,Present,2,0,3,10,1
STU0805,2024-03-06,CS112,Present,2,0,3,10,1
STU0748,2024-03-06,CS112,Present,2,0,3,10,1
STU0234,2024-03-06,CS112,Present,2,0,3,10,1
STU1155,2024-03-06,CS112,Present,2,0,3,10,1
STU0410,2024-03-06,CS112,Present,2,0,3,10,1
STU1118,2024-03-06,CS112,Present,2,0,3,10,1
STU0369,2024-03-06,CS112,Present,2,0,3,10,1
STU1127,2024-03-06,CS112,Present,2,0,3,10,1
STU0056,2024-03-06,CS112,Absent,2,0,3,10,0
STU0946,2024-03-06,CS112,Present,2,0,3,10,1
STU0430,2024-03-06,CS112,Absent,2,0,3,10,0
STU0898,2024-03-06,CS112,Present,2,0,3,10,1
STU0142,2024-03-06,CS112,Absent,2,0,3,10,0
STU0838,2024-03-06,CS112,Present,2,0,3,10,1
STU1023,2024-03-06,CS112,Present,2,0,3,10,1
STU0286,2024-03-06,CS112,Present,2,0,3,10,1
STU0621,2024-03-06,CS112,Absent,2,0,3,10,0
STU0496,2024-03-06,CS112,Present,2,0,3,10,1
STU0518,2024-03-06,CS112,Present,2,0,3,10,1
STU0316,2024-03-06,CS112,Present,2,0,3,10,1
STU0867,2024-03-06,CS112,Present,2,0,3,10,1
STU0773,2024-03-06,EE310,Present,2,0,3,10,1
STU0152,2024-03-06,EE310,Absent,2,0,3,10,0
STU0920,2024-03-06,EE310,Absent,2,0,3,10,0
STU0982,2024-03-06,EE310,Present,2,0,3,10,1
STU1193,2024-03-06,EE310,Present,2,0,3,10,1
STU0821,2024-03-06,EE310,Present,2,0,3,10,1
STU1095,2024-03-06,EE310,Present,2,0,3,10,1
STU1038,2024-03-06,EE310,Present,2,0,3,10,1
STU0857,2024-03-06,EE310,Present,2,0,3,10,1
STU1114,2024-03-06,EE310,Present,2,0,3,10,1
STU0076,2024-03-06,EE310,Present,2,0,3,10,1
STU0737,2024-03-06,EE310,Present,2,0,3,10,1
STU1100,2024-03-06,EE310,Present,2,0,3,10,1
STU0175,2024-03-06,EE310,Absent,2,0,3,10,0
STU0224,2024-03-06,EE310,Present,2,0,3,10,1
STU0509,2024-03-06,EE310,Absent,2,0,3,10,0
STU0728,2024-03-06,EE310,Present,2,0,3,10,1
STU0341,2024-03-06,EE310,Present,2,0,3,10,1
STU0091,2024-03-06,EE310,Present,2,0,3,10,1
STU1154,2024-03-06,EE310,Present,2,0,3,10,1
STU0819,2024-03-06,EE310,Present,2,0,3,10,1
STU0680,2024-03-06,EE310,Absent,2,0,3,10,0
STU0882,2024-03-06,EE310,Present,2,0,3,10,1
STU0217,2024-03-06,EE310,Present,2,0,3,10,1
STU0022,2024-03-06,EE310,Present,2,0,3,10,1
STU0202,2024-03-06,EE310,Present,2,0,3,10,1
STU0530,2024-03-06,EE310,Present,2,0,3,10,1
STU0455,2024-03-06,EE310,Present,2,0,3,10,1
STU1046,2024-03-06,EE310,Present,2,0,3,10,1
STU1063,2024-03-06,EE310,Absent,2,0,3,10,0
STU1143,2024-03-06,EE310,Present,2,0,3,10,1
STU1189,2024-03-06,EE310,Absent,2,0,3,10,0
STU1179,2024-03-06,EE310,Present,2,0,3,10,1
STU0453,2024-03-06,EE310,Present,2,0,3,10,1
STU0913,2024-03-06,EE310,Present,2,0,3,10,1
STU0767,2024-03-06,EE310,Present,2,0,3,10,1
STU0802,2024-03-06,EE310,Absent,2,0,3,10,0
STU0949,2024-03-06,EE310,Present,2,0,3,10,1
STU1025,2024-03-06,EE310,Present,2,0,3,10,1
STU0309,2024-03-06,EE310,Present,2,0,3,10,1
STU0707,2024-03-06,EE310,Present,2,0,3,10,1
STU0051,2024-03-06,EE310,Absent,2,0,3,10,0
STU0989,2024-03-06,EE310,Present,2,0,3,10,1
STU0215,2024-03-06,EE310,Present,2,0,3,10,1
STU0606,2024-03-06,EE310,Present,2,0,3,10,1
STU0852,2024-03-06,EE310,Present,2,0,3,10,1
STU0176,2024-03-06,EE310,Present,2,0,3,10,1
STU0238,2024-03-06,EE310,Present,2,0,3,10,1
STU0291,2024-03-06,EE310,Present,2,0,3,10,1
STU0714,2024-03-06,EE310,Present,2,0,3,10,1
STU0703,2024-03-06,CS103,Absent,2,0,3,10,0
STU0933,2024-03-06,CS103,Present,2,0,3,10,1
STU0424,2024-03-06,CS103,Present,2,0,3,10,1
STU1068,2024-03-06,CS103,Present,2,0,3,10,1
STU0990,2024-03-06,CS103,Present,2,0,3,10,1
STU0714,2024-03-06,CS103,Present,2,0,3,10,1
STU0976,2024-03-06,CS103,Present,2,0,3,10,1
STU0200,2024-03-06,CS103,Present,2,0,3,10,1
STU0898,2024-03-06,CS103,Present,2,0,3,10,1
STU0927,2024-03-06,CS103,Present,2,0,3,10,1
STU0654,2024-03-06,CS103,Present,2,0,3,10,1
STU0138,2024-03-06,CS103,Present,2,0,3,10,1
STU0615,2024-03-06,CS103,Present,2,0,3,10,1
STU0092,2024-03-06,CS103,Present,2,0,3,10,1
STU0236,2024-03-06,CS103,Present,2,0,3,10,1
STU0047,2024-03-06,CS103,Present,2,0,3,10,1
STU0224,2024-03-06,CS103,Present,2,0,3,10,1
STU0337,2024-03-06,CS103,Present,2,0,3,10,1
STU0500,2024-03-06,CS103,Present,2,0,3,10,1
STU1057,2024-03-06,CS103,Present,2,0,3,10,1
STU0358,2024-03-06,CS103,Absent,2,0,3,10,0
STU1131,2024-03-06,CS103,Present,2,0,3,10,1
STU0328,2024-03-06,CS103,Present,2,0,3,10,1
STU0678,2024-03-06,CS103,Present,2,0,3,10,1
STU1147,2024-03-06,CS103,Present,2,0,3,10,1
STU0874,2024-03-06,CS103,Present,2,0,3,10,1
STU0947,2024-03-06,CS103,Present,2,0,3,10,1
STU0475,2024-03-06,CS103,Present,2,0,3,10,1
STU0830,2024-03-06,CS103,Absent,2,0,3,10,0
STU0378,2024-03-06,CS103,Present,2,0,3,10,1
STU0382,2024-03-06,CS103,Present,2,0,3,10,1
STU0886,2024-03-06,CS103,Absent,2,0,3,10,0
STU0811,2024-03-06,CS103,Absent,2,0,3,10,0
STU0060,2024-03-06,CS103,Absent,2,0,3,10,0
STU0405,2024-03-06,EE307,Present,2,0,3,10,1
STU0921,2024-03-06,EE307,Absent,2,0,3,10,0
STU0880,2024-03-06,EE307,Present,2,0,3,10,1
STU0797,2024-03-06,EE307,Present,2,0,3,10,1
STU0010,2024-03-06,EE307,Present,2,0,3,10,1
STU0440,2024-03-06,EE307,Present,2,0,3,10,1
STU0422,2024-03-06,EE307,Present,2,0,3,10,1
STU0571,2024-03-06,EE307,Present,2,0,3,10,1
STU0129,2024-03-06,EE307,Present,2,0,3,10,1
STU1183,2024-03-06,EE307,Present,2,0,3,10,1
STU0209,2024-03-06,EE307,Present,2,0,3,10,1
STU1100,2024-03-06,EE307,Absent,2,0,3,10,0
STU0383,2024-03-06,EE307,Absent,2,0,3,10,0
STU0750,2024-03-06,EE307,Present,2,0,3,10,1
STU0668,2024-03-06,EE307,Absent,2,0,3,10,0
STU0404,2024-03-06,EE307,Present,2,0,3,10,1
STU0938,2024-03-06,EE307,Present,2,0,3,10,1
STU0234,2024-03-06,EE307,Present,2,0,3,10,1
STU0538,2024-03-06,EE307,Present,2,0,3,10,1
STU1003,2024-03-06,EE307,Present,2,0,3,10,1
STU1081,2024-03-06,EE307,Present,2,0,3,10,1
STU0642,2024-03-06,EE307,Present,2,0,3,10,1
STU0796,2024-03-06,EE307,Absent,2,0,3,10,0
STU0804,2024-03-06,EE307,Present,2,0,3,10,1
STU0713,2024-03-06,EE307,Present,2,0,3,10,1
STU0721,2024-03-06,EE307,Present,2,0,3,10,1
STU0354,2024-03-06,EE307,Present,2,0,3,10,1
STU0610,2024-03-06,EE307,Present,2,0,3,10,1
STU0174,2024-03-06,EE307,Present,2,0,3,10,1
STU0275,2024-03-06,EE307,Present,2,0,3,10,1
STU0242,2024-03-06,EE307,Present,2,0,3,10,1
STU0489,2024-03-06,EE307,Present,2,0,3,10,1
STU0626,2024-03-06,EE307,Absent,2,0,3,10,0
STU0240,2024-03-06,EE307,Absent,2,0,3,10,0
STU0375,2024-03-06,EE307,Present,2,0,3,10,1
STU0765,2024-03-06,EE307,Absent,2,0,3,10,0
STU0290,2024-03-06,EE307,Present,2,0,3,10,1
STU1047,2024-03-06,EE307,Absent,2,0,3,10,0
STU0857,2024-03-06,EE307,Present,2,0,3,10,1
STU0283,2024-03-06,EE307,Present,2,0,3,10,1
STU1178,2024-03-06,EE307,Present,2,0,3,10,1
STU0786,2024-03-06,EE307,Present,2,0,3,10,1
STU0867,2024-03-06,EE307,Present,2,0,3,10,1
STU0381,2024-03-06,EE307,Present,2,0,3,10,1
STU0997,2024-03-06,EE307,Present,2,0,3,10,1
STU1101,2024-03-06,EE307,Present,2,0,3,10,1
STU0355,2024-03-06,EE307,Present,2,0,3,10,1
STU1137,2024-03-06,EE307,Present,2,0,3,10,1
STU1003,2024-03-06,ME205,Present,2,0,3,10,1
STU0592,2024-03-06,ME205,Present,2,0,3,10,1
STU0288,2024-03-06,ME205,Absent,2,0,3,10,0
STU0384,2024-03-06,ME205,Present,2,0,3,10,1
STU0645,2024-03-06,ME205,Present,2,0,3,10,1
STU0924,2024-03-06,ME205,Present,2,0,3,10,1
STU0110,2024-03-06,ME205,Present,2,0,3,10,1
STU0736,2024-03-06,ME205,Present,2,0,3,10,1
STU0020,2024-03-06,ME205,Present,2,0,3,10,1
STU0993,2024-03-06,ME205,Absent,2,0,3,10,0
STU0280,2024-03-06,ME205,Present,2,0,3,10,1
STU0400,2024-03-06,ME205,Present,2,0,3,10,1
STU0787,2024-03-06,ME205,Present,2,0,3,10,1
STU1151,2024-03-06,ME205,Present,2,0,3,10,1
STU1036,2024-03-06,ME205,Present,2,0,3,10,1
STU1014,2024-03-06,ME205,Present,2,0,3,10,1
STU0838,2024-03-06,ME205,Present,2,0,3,10,1
STU1008,2024-03-06,ME205,Present,2,0,3,10,1
STU0852,2024-03-06,ME205,Present,2,0,3,10,1
STU0910,2024-03-06,ME205,Present,2,0,3,10,1
STU1001,2024-03-06,ME205,Absent,2,0,3,10,0
STU0343,2024-03-06,ME205,Present,2,0,3,10,1
STU0170,2024-03-06,ME205,Absent,2,0,3,10,0
STU1158,2024-03-06,ME205,Present,2,0,3,10,1
STU0064,2024-03-06,ME205,Present,2,0,3,10,1
STU0452,2024-03-06,ME205,Present,2,0,3,10,1
STU0599,2024-03-06,ME205,Present,2,0,3,10,1
STU0067,2024-03-06,ME205,Present,2,0,3,10,1
STU0563,2024-03-06,ME205,Present,2,0,3,10,1
STU0461,2024-03-06,ME205,Absent,2,0,3,10,0
STU0592,2024-03-06,CS110,Present,2,0,3,10,1
STU0345,2024-03-06,CS110,Present,2,0,3,10,1
STU0937,2024-03-06,CS110,Present,2,0,3,10,1
STU1159,2024-03-06,CS110,Present,2,0,3,10,1
STU1015,2024-03-06,CS110,Present,2,0,3,10,1
STU1126,2024-03-06,CS110,Present,2,0,3,10,1
STU1047,2024-03-06,CS110,Present,2,0,3,10,1
STU0232,2024-03-06,CS110,Present,2,0,3,10,1
STU1173,2024-03-06,CS110,Present,2,0,3,10,1
STU0234,2024-03-06,CS110,Present,2,0,3,10,1
STU0549,2024-03-06,CS110,Present,2,0,3,10,1
STU1113,2024-03-06,CS110,Present,2,0,3,10,1
STU0752,2024-03-06,CS110,Present,2,0,3,10,1
STU1111,2024-03-06,CS110,Present,2,0,3,10,1
STU0086,2024-03-06,CS110,Present,2,0,3,10,1
STU0904,2024-03-06,CS110,Absent,2,0,3,10,0
STU1119,2024-03-06,CS110,Absent,2,0,3,10,0
STU0448,2024-03-06,CS110,Present,2,0,3,10,1
STU0871,2024-03-06,CS110,Absent,2,0,3,10,0
STU0210,2024-03-06,CS110,Present,2,0,3,10,1
STU0507,2024-03-06,CS110,Present,2,0,3,10,1
STU0610,2024-03-06,CS110,Present,2,0,3,10,1
STU0067,2024-03-06,CS110,Present,2,0,3,10,1
STU0922,2024-03-06,CS110,Present,2,0,3,10,1
STU0539,2024-03-06,CS110,Present,2,0,3,10,1
STU0714,2024-03-06,CS110,Present,2,0,3,10,1
STU0179,2024-03-06,CS110,Present,2,0,3,10,1
STU0900,2024-03-06,CS110,Present,2,0,3,10,1
STU0241,2024-03-06,CS110,Present,2,0,3,10,1
STU0486,2024-03-06,CS110,Present,2,0,3,10,1
STU0430,2024-03-06,CS110,Present,2,0,3,10,1
STU0719,2024-03-06,CS110,Absent,2,0,3,10,0
STU0877,2024-03-06,CS110,Absent,2,0,3,10,0
STU0340,2024-03-06,CS110,Present,2,0,3,10,1
STU0286,2024-03-06,CS110,Absent,2,0,3,10,0
STU0424,2024-03-06,CS110,Present,2,0,3,10,1
STU0122,2024-03-06,CS110,Absent,2,0,3,10,0
STU1168,2024-03-06,CS110,Present,2,0,3,10,1
STU1091,2024-03-06,CS110,Present,2,0,3,10,1
STU0576,2024-03-06,CS110,Present,2,0,3,10,1
STU1104,2024-03-06,CS110,Present,2,0,3,10,1
STU0663,2024-03-06,CS110,Present,2,0,3,10,1
