timestamp,building,units_consumed,date,hour,day_of_week,is_weekend,week,is_anomaly
2024-03-30 18:00:00,Academic Block A,17.231,2024-03-30,18,5,1,13,0
2024-03-30 19:00:00,Academic Block A,17.68,2024-03-30,19,5,1,13,0
2024-03-30 20:00:00,Academic Block A,10.235,2024-03-30,20,5,1,13,0
2024-03-30 21:00:00,Academic Block A,7.004,2024-03-30,21,5,1,13,0
2024-03-30 22:00:00,Academic Block A,4.731,2024-03-30,22,5,1,13,0
2024-03-30 23:00:00,Academic Block A,1.766,2024-03-30,23,5,1,13,0
2024-03-31 00:00:00,Academic Block A,2.09,2024-03-31,0,6,1,13,0
2024-03-31 01:00:00,Academic Block A,2.346,2024-03-31,1,6,1,13,0
2024-03-31 02:00:00,Academic Block A,2.257,2024-03-31,2,6,1,13,0
2024-03-31 03:00:00,Academic Block A,2.546,2024-03-31,3,6,1,13,0
2024-03-31 04:00:00,Academic Block A,2.517,2024-03-31,4,6,1,13,0
2024-03-31 05:00:00,Academic Block A,2.713,2024-03-31,5,6,1,13,0
2024-03-31 06:00:00,Academic Block A,2.214,2024-03-31,6,6,1,13,0
2024-03-31 07:00:00,Academic Block A,5.569,2024-03-31,7,6,1,13,0
2024-03-31 08:00:00,Academic Block A,9.589,2024-03-31,8,6,1,13,0
2024-03-31 09:00:00,Academic Block A,14.808,2024-03-31,9,6,1,13,0
2024-03-31 10:00:00,Academic Block A,17.853,2024-03-31,10,6,1,13,0
2024-03-31 11:00:00,Academic Block A,24.152,2024-03-31,11,6,1,13,0
2024-03-31 12:00:00,Academic Block A,27.537,2024-03-31,12,6,1,13,0
2024-03-31 13:00:00,Academic Block A,25.031,2024-03-31,13,6,1,13,0
2024-03-31 14:00:00,Academic Block A,20.797,2024-03-31,14,6,1,13,0
2024-03-31 15:00:00,Academic Block A,14.299,2024-03-31,15,6,1,13,0
2024-03-31 16:00:00,Academic Block A,11.118,2024-03-31,16,6,1,13,0
2024-03-31 17:00:00,Academic Block A,117.13548471394505,2024-03-31,17,6,1,13,1
2024-03-31 18:00:00,Academic Block A,20.574,2024-03-31,18,6,1,13,0
2024-03-31 19:00:00,Academic Block A,17.434,2024-03-31,19,6,1,13,0
2024-03-31 20:00:00,Academic Block A,12.229,2024-03-31,20,6,1,13,0
2024-03-31 21:00:00,Academic Block A,6.179,2024-03-31,21,6,1,13,0
2024-03-31 22:00:00,Academic Block A,3.783,2024-03-31,22,6,1,13,0
2024-03-31 23:00:00,Academic Block A,1.665,2024-03-31,23,6,1,13,0
2024-03-01 00:00:00,Academic Block B,0.867,2024-03-01,0,4,0,9,0
2024-03-01 01:00:00,Academic Block B,0.5,2024-03-01,1,4,0,9,0
2024-03-01 02:00:00,Academic Block B,0.5,2024-03-01,2,4,0,9,0
2024-03-01 03:00:00,Academic Block B,2.4882957466179145,2024-03-01,3,4,0,9,0
2024-03-01 04:00:00,Academic Block B,0.836,2024-03-01,4,4,0,9,0
2024-03-01 05:00:00,Academic Block B,2.098,2024-03-01,5,4,0,9,0
2024-03-01 06:00:00,Academic Block B,5.583,2024-03-01,6,4,0,9,0
2024-03-01 07:00:00,Academic Block B,15.852,2024-03-01,7,4,0,9,0
2024-03-01 08:00:00,Academic Block B,26.759,2024-03-01,8,4,0,9,0
2024-03-01 09:00:00,Academic Block B,34.768,2024-03-01,9,4,0,9,0
2024-03-01 10:00:00,Academic Block B,34.72,2024-03-01,10,4,0,9,0
2024-03-01 11:00:00,Academic Block B,36.239,2024-03-01,11,4,0,9,0
2024-03-01 12:00:00,Academic Block B,29.67,2024-03-01,12,4,0,9,0
2024-03-01 13:00:00,Academic Block B,31.953,2024-03-01,13,4,0,9,0
2024-03-01 14:00:00,Academic Block B,30.399,2024-03-01,14,4,0,9,0
2024-03-01 15:00:00,Academic Block B,31.744,2024-03-01,15,4,0,9,0
2024-03-01 16:00:00,Academic Block B,25.682,2024-03-01,16,4,0,9,0
2024-03-01 17:00:00,Academic Block B,19.84,2024-03-01,17,4,0,9,0
2024-03-01 18:00:00,Academic Block B,25.559,2024-03-01,18,4,0,9,0
2024-03-01 19:00:00,Academic Block B,33.697,2024-03-01,19,4,0,9,0
2024-03-01 20:00:00,Academic Block B,23.035,2024-03-01,20,4,0,9,0
2024-03-01 21:00:00,Academic Block B,17.371,2024-03-01,21,4,0,9,0
2024-03-01 22:00:00,Academic Block B,10.27,2024-03-01,22,4,0,9,0
2024-03-01 23:00:00,Academic Block B,3.118,2024-03-01,23,4,0,9,0
2024-03-02 00:00:00,Academic Block B,2.495,2024-03-02,0,5,1,9,0
2024-03-02 01:00:00,Academic Block B,1.778,2024-03-02,1,5,1,9,0
2024-03-02 02:00:00,Academic Block B,1.626,2024-03-02,2,5,1,9,0
2024-03-02 03:00:00,Academic Block B,2.29,2024-03-02,3,5,1,9,0
2024-03-02 04:00:00,Academic Block B,2.174,2024-03-02,4,5,1,9,0
2024-03-02 05:00:00,Academic Block B,1.906,2024-03-02,5,5,1,9,0
2024-03-02 06:00:00,Academic Block B,1.832,2024-03-02,6,5,1,9,0
2024-03-02 07:00:00,Academic Block B,3.981,2024-03-02,7,5,1,9,0
2024-03-02 08:00:00,Academic Block B,7.566,2024-03-02,8,5,1,9,0
2024-03-02 09:00:00,Academic Block B,12.604,2024-03-02,9,5,1,9,0
2024-03-02 10:00:00,Academic Block B,16.07,2024-03-02,10,5,1,9,0
2024-03-02 11:00:00,Academic Block B,21.568,2024-03-02,11,5,1,9,0
2024-03-02 12:00:00,Academic Block B,20.387,2024-03-02,12,5,1,9,0
2024-03-02 13:00:00,Academic Block B,22.182,2024-03-02,13,5,1,9,0
2024-03-02 14:00:00,Academic Block B,15.6,2024-03-02,14,5,1,9,0
2024-03-02 15:00:00,Academic Block B,19.188,2024-03-02,15,5,1,9,0
2024-03-02 16:00:00,Academic Block B,12.369,2024-03-02,16,5,1,9,0
2024-03-02 17:00:00,Academic Block B,15.797,2024-03-02,17,5,1,9,0
2024-03-02 18:00:00,Academic Block B,15.983,2024-03-02,18,5,1,9,0
2024-03-02 19:00:00,Academic Block B,15.939,2024-03-02,19,5,1,9,0
2024-03-02 20:00:00,Academic Block B,11.094,2024-03-02,20,5,1,9,0
2024-03-02 21:00:00,Academic Block B,6.553,2024-03-02,21,5,1,9,0
2024-03-02 22:00:00,Academic Block B,4.039,2024-03-02,22,5,1,9,0
2024-03-02 23:00:00,Academic Block B,1.817,2024-03-02,23,5,1,9,0
2024-03-03 00:00:00,Academic Block B,2.079,2024-03-03,0,6,1,9,0
2024-03-03 01:00:00,Academic Block B,1.998,2024-03-03,1,6,1,9,0
2024-03-03 02:00:00,Academic Block B,2.07,2024-03-03,2,6,1,9,0
2024-03-03 03:00:00,Academic Block B,2.197,2024-03-03,3,6,1,9,0
2024-03-03 04:00:00,Academic Block B,2.155,2024-03-03,4,6,1,9,0
2024-03-03 05:00:00,Academic Block B,2.225,2024-03-03,5,6,1,9,0
2024-03-03 06:00:00,Academic Block B,2.422,2024-03-03,6,6,1,9,0
2024-03-03 07:00:00,Academic Block B,4.135,2024-03-03,7,6,1,9,0
2024-03-03 08:00:00,Academic Block B,9.345,2024-03-03,8,6,1,9,0
2024-03-03 09:00:00,Academic Block B,10.47,2024-03-03,9,6,1,9,0
2024-03-03 10:00:00,Academic Block B,15.31,2024-03-03,10,6,1,9,0
2024-03-03 11:00:00,Academic Block B,19.718,2024-03-03,11,6,1,9,0
2024-03-03 12:00:00,Academic Block B,23.627,2024-03-03,12,6,1,9,0
2024-03-03 13:00:00,Academic Block B,26.485,2024-03-03,13,6,1,9,0
2024-03-03 14:00:00,Academic Block B,18.095,2024-03-03,14,6,1,9,0
2024-03-03 15:00:00,Academic Block B,14.714,2024-03-03,15,6,1,9,0
2024-03-03 16:00:00,Academic Block B,13.497,2024-03-03,16,6,1,9,0
2024-03-03 17:00:00,Academic Block B,21.255,2024-03-03,17,6,1,9,0
2024-03-03 18:00:00,Academic Block B,15.929,2024-03-03,18,6,1,9,0
2024-03-03 19:00:00,Academic Block B,18.592,2024-03-03,19,6,1,9,0
2024-03-03 20:00:00,Academic Block B,11.657,2024-03-03,20,6,1,9,0
2024-03-03 21:00:00,Academic Block B,6.895,2024-03-03,21,6,1,9,0
2024-03-03 22:00:00,Academic Block B,2.871,2024-03-03,22,6,1,9,0
2024-03-03 23:00:00,Academic Block B,1.678,2024-03-03,23,6,1,9,0
2024-03-04 00:00:00,Academic Block B,0.837,2024-03-04,0,0,0,10,0
2024-03-04 01:00:00,Academic Block B,0.5,2024-03-04,1,0,0,10,0
2024-03-04 02:00:00,Academic Block B,0.5,2024-03-04,2,0,0,10,0
2024-03-04 03:00:00,Academic Block B,0.572,2024-03-04,3,0,0,10,0
2024-03-04 04:00:00,Academic Block B,0.984,2024-03-04,4,0,0,10,0
2024-03-04 05:00:00,Academic Block B,1.631,2024-03-04,5,0,0,10,0
2024-03-04 06:00:00,Academic Block B,6.799,2024-03-04,6,0,0,10,0
2024-03-04 07:00:00,Academic Block B,14.422,2024-03-04,7,0,0,10,0
2024-03-04 08:00:00,Academic Block B,23.615,2024-03-04,8,0,0,10,0
2024-03-04 09:00:00,Academic Block B,31.648,2024-03-04,9,0,0,10,0
2024-03-04 10:00:00,Academic Block B,38.15,2024-03-04,10,0,0,10,0
2024-03-04 11:00:00,Academic Block B,32.341,2024-03-04,11,0,0,10,0
2024-03-04 12:00:00,Academic Block B,31.07,2024-03-04,12,0,0,10,0
2024-03-04 13:00:00,Academic Block B,31.898,2024-03-04,13,0,0,10,0
2024-03-04 14:00:00,Academic Block B,35.143,2024-03-04,14,0,0,10,0
2024-03-04 15:00:00,Academic Block B,22.511,2024-03-04,15,0,0,10,0
2024-03-04 16:00:00,Academic Block B,29.021,2024-03-04,16,0,0,10,0
2024-03-04 17:00:00,Academic Block B,26.813,2024-03-04,17,0,0,10,0
2024-03-04 18:00:00,Academic Block B,24.435,2024-03-04,18,0,0,10,0
2024-03-04 19:00:00,Academic Block B,28.518,2024-03-04,19,0,0,10,0
2024-03-04 20:00:00,Academic Block B,34.241,2024-03-04,20,0,0,10,0
2024-03-04 21:00:00,Academic Block B,19.098,2024-03-04,21,0,0,10,0
2024-03-04 22:00:00,Academic Block B,10.652,2024-03-04,22,0,0,10,0
2024-03-04 23:00:00,Academic Block B,3.106,2024-03-04,23,0,0,10,0
2024-03-05 00:00:00,Academic Block B,0.843,2024-03-05,0,1,0,10,0
2024-03-05 01:00:00,Academic Block B,0.5,2024-03-05,1,1,0,10,0
2024-03-05 02:00:00,Academic Block B,0.5,2024-03-05,2,1,0,10,0
2024-03-05 03:00:00,Academic Block B,0.5,2024-03-05,3,1,0,10,0
2024-03-05 04:00:00,Academic Block B,0.839,2024-03-05,4,1,0,10,0
2024-03-05 05:00:00,Academic Block B,2.362,2024-03-05,5,1,0,10,0
2024-03-05 06:00:00,Academic Block B,6.224,2024-03-05,6,1,0,10,0
2024-03-05 07:00:00,Academic Block B,16.144,2024-03-05,7,1,0,10,0
2024-03-05 08:00:00,Academic Block B,28.33,2024-03-05,8,1,0,10,0
2024-03-05 09:00:00,Academic Block B,22.236999999999988,2024-03-05,9,1,0,10,0
2024-03-05 10:00:00,Academic Block B,35.248,2024-03-05,10,1,0,10,0
2024-03-05 11:00:00,Academic Block B,34.578,2024-03-05,11,1,0,10,0
2024-03-05 12:00:00,Academic Block B,24.381,2024-03-05,12,1,0,10,0
2024-03-05 13:00:00,Academic Block B,31.333,2024-03-05,13,1,0,10,0
2024-03-05 14:00:00,Academic Block B,33.676,2024-03-05,14,1,0,10,0
2024-03-05 15:00:00,Academic Block B,30.242,2024-03-05,15,1,0,10,0
2024-03-05 16:00:00,Academic Block B,19.694,2024-03-05,16,1,0,10,0
2024-03-05 17:00:00,Academic Block B,21.489,2024-03-05,17,1,0,10,0
2024-03-05 18:00:00,Academic Block B,22.236,2024-03-05,18,1,0,10,0
2024-03-05 19:00:00,Academic Block B,36.759,2024-03-05,19,1,0,10,0
2024-03-05 20:00:00,Academic Block B,30.241,2024-03-05,20,1,0,10,0
2024-03-05 21:00:00,Academic Block B,20.489,2024-03-05,21,1,0,10,0
2024-03-05 22:00:00,Academic Block B,10.668,2024-03-05,22,1,0,10,0
2024-03-05 23:00:00,Academic Block B,3.276,2024-03-05,23,1,0,10,0
2024-03-06 00:00:00,Academic Block B,0.817,2024-03-06,0,2,0,10,0
2024-03-06 01:00:00,Academic Block B,0.5,2024-03-06,1,2,0,10,0
2024-03-06 02:00:00,Academic Block B,0.5,2024-03-06,2,2,0,10,0
2024-03-06 03:00:00,Academic Block B,0.5,2024-03-06,3,2,0,10,0
2024-03-06 04:00:00,Academic Block B,0.7,2024-03-06,4,2,0,10,0
2024-03-06 05:00:00,Academic Block B,1.915,2024-03-06,5,2,0,10,0
2024-03-06 06:00:00,Academic Block B,5.692,2024-03-06,6,2,0,10,0
2024-03-06 07:00:00,Academic Block B,16.573,2024-03-06,7,2,0,10,0
2024-03-06 08:00:00,Academic Block B,30.636,2024-03-06,8,2,0,10,0
2024-03-06 09:00:00,Academic Block B,32.238,2024-03-06,9,2,0,10,0
2024-03-06 10:00:00,Academic Block B,38.181,2024-03-06,10,2,0,10,0
2024-03-06 11:00:00,Academic Block B,33.258,2024-03-06,11,2,0,10,0
2024-03-06 12:00:00,Academic Block B,30.759,2024-03-06,12,2,0,10,0
2024-03-06 13:00:00,Academic Block B,33.158,2024-03-06,13,2,0,10,0
2024-03-06 14:00:00,Academic Block B,29.789,2024-03-06,14,2,0,10,0
2024-03-06 15:00:00,Academic Block B,28.478,2024-03-06,15,2,0,10,0
2024-03-06 16:00:00,Academic Block B,22.252,2024-03-06,16,2,0,10,0
2024-03-06 17:00:00,Academic Block B,22.274,2024-03-06,17,2,0,10,0
2024-03-06 18:00:00,Academic Block B,26.923,2024-03-06,18,2,0,10,0
2024-03-06 19:00:00,Academic Block B,27.59,2024-03-06,19,2,0,10,0
2024-03-06 20:00:00,Academic Block B,37.771,2024-03-06,20,2,0,10,0
2024-03-06 21:00:00,Academic Block B,21.462,2024-03-06,21,2,0,10,0
2024-03-06 22:00:00,Academic Block B,11.246,2024-03-06,22,2,0,10,0
2024-03-06 23:00:00,Academic Block B,3.116,2024-03-06,23,2,0,10,0
2024-03-07 00:00:00,Academic Block B,0.967,2024-03-07,0,3,0,10,0
2024-03-07 01:00:00,Academic Block B,0.5,2024-03-07,1,3,0,10,0
2024-03-07 02:00:00,Academic Block B,0.5,2024-03-07,2,3,0,10,0
2024-03-07 03:00:00,Academic Block B,0.5,2024-03-07,3,3,0,10,0
2024-03-07 04:00:00,Academic Block B,0.724,2024-03-07,4,3,0,10,0
2024-03-07 05:00:00,Academic Block B,2.16,2024-03-07,5,3,0,10,0
2024-03-07 06:00:00,Academic Block B,6.956,2024-03-07,6,3,0,10,0
2024-03-07 07:00:00,Academic Block B,13.356,2024-03-07,7,3,0,10,0
2024-03-07 08:00:00,Academic Block B,27.94,2024-03-07,8,3,0,10,0
2024-03-07 09:00:00,Academic Block B,35.068,2024-03-07,9,3,0,10,0
2024-03-07 10:00:00,Academic Block B,31.50399999999999,2024-03-07,10,3,0,10,0
2024-03-07 11:00:00,Academic Block B,33.153,2024-03-07,11,3,0,10,0
2024-03-07 12:00:00,Academic Block B,27.364,2024-03-07,12,3,0,10,0
2024-03-07 13:00:00,Academic Block B,29.904,2024-03-07,13,3,0,10,0
2024-03-07 14:00:00,Academic Block B,39.529,2024-03-07,14,3,0,10,0
2024-03-07 15:00:00,Academic Block B,34.752,2024-03-07,15,3,0,10,0
2024-03-07 16:00:00,Academic Block B,22.266,2024-03-07,16,3,0,10,0
2024-03-07 17:00:00,Academic Block B,27.26,2024-03-07,17,3,0,10,0
2024-03-07 18:00:00,Academic Block B,26.069,2024-03-07,18,3,0,10,0
2024-03-07 19:00:00,Academic Block B,38.383,2024-03-07,19,3,0,10,0
2024-03-07 20:00:00,Academic Block B,28.005,2024-03-07,20,3,0,10,0
2024-03-07 21:00:00,Academic Block B,20.415,2024-03-07,21,3,0,10,0
2024-03-07 22:00:00,Academic Block B,9.316,2024-03-07,22,3,0,10,0
2024-03-07 23:00:00,Academic Block B,3.288,2024-03-07,23,3,0,10,0
2024-03-08 00:00:00,Academic Block B,0.77,2024-03-08,0,4,0,10,0
2024-03-08 01:00:00,Academic Block B,0.5,2024-03-08,1,4,0,10,0
2024-03-08 02:00:00,Academic Block B,0.5,2024-03-08,2,4,0,10,0
2024-03-08 03:00:00,Academic Block B,0.5,2024-03-08,3,4,0,10,0
2024-03-08 04:00:00,Academic Block B,0.831,2024-03-08,4,4,0,10,0
2024-03-08 05:00:00,Academic Block B,1.939,2024-03-08,5,4,0,10,0
2024-03-08 06:00:00,Academic Block B,5.715,2024-03-08,6,4,0,10,0
2024-03-08 07:00:00,Academic Block B,14.369,2024-03-08,7,4,0,10,0
2024-03-08 08:00:00,Academic Block B,24.562,2024-03-08,8,4,0,10,0
2024-03-08 09:00:00,Academic Block B,28.724,2024-03-08,9,4,0,10,0
2024-03-08 10:00:00,Academic Block B,32.683,2024-03-08,10,4,0,10,0
2024-03-08 11:00:00,Academic Block B,34.199,2024-03-08,11,4,0,10,0
2024-03-08 12:00:00,Academic Block B,30.472,2024-03-08,12,4,0,10,0
2024-03-08 13:00:00,Academic Block B,28.799,2024-03-08,13,4,0,10,0
2024-03-08 14:00:00,Academic Block B,35.901,2024-03-08,14,4,0,10,0
2024-03-08 15:00:00,Academic Block B,35.17,2024-03-08,15,4,0,10,0
2024-03-08 16:00:00,Academic Block B,21.259,2024-03-08,16,4,0,10,0
2024-03-08 17:00:00,Academic Block B,26.352,2024-03-08,17,4,0,10,0
2024-03-08 18:00:00,Academic Block B,22.958,2024-03-08,18,4,0,10,0
2024-03-08 19:00:00,Academic Block B,26.708,2024-03-08,19,4,0,10,0
2024-03-08 20:00:00,Academic Block B,31.291,2024-03-08,20,4,0,10,0
2024-03-08 21:00:00,Academic Block B,19.456,2024-03-08,21,4,0,10,0
2024-03-08 22:00:00,Academic Block B,9.037,2024-03-08,22,4,0,10,0
2024-03-08 23:00:00,Academic Block B,2.636,2024-03-08,23,4,0,10,0
2024-03-09 00:00:00,Academic Block B,9.721174152845474,2024-03-09,0,5,1,10,0
2024-03-09 01:00:00,Academic Block B,6.178587076422731,2024-03-09,1,5,1,10,0
2024-03-09 02:00:00,Academic Block B,1.304,2024-03-09,2,5,1,10,0
2024-03-09 03:00:00,Academic Block B,2.171,2024-03-09,3,5,1,10,0
2024-03-09 04:00:00,Academic Block B,2.038,2024-03-09,4,5,1,10,0
2024-03-09 05:00:00,Academic Block B,10.086653915549352,2024-03-09,5,5,1,10,0
2024-03-09 06:00:00,Academic Block B,2.164,2024-03-09,6,5,1,10,0
2024-03-09 07:00:00,Academic Block B,4.121,2024-03-09,7,5,1,10,0
2024-03-09 08:00:00,Academic Block B,7.903,2024-03-09,8,5,1,10,0
2024-03-09 09:00:00,Academic Block B,11.325,2024-03-09,9,5,1,10,0
2024-03-09 10:00:00,Academic Block B,17.747,2024-03-09,10,5,1,10,0
2024-03-09 11:00:00,Academic Block B,77.58846997605495,2024-03-09,11,5,1,10,1
2024-03-09 12:00:00,Academic Block B,22.936,2024-03-09,12,5,1,10,0
2024-03-09 13:00:00,Academic Block B,21.195,2024-03-09,13,5,1,10,0
2024-03-09 14:00:00,Academic Block B,20.175,2024-03-09,14,5,1,10,0
2024-03-09 15:00:00,Academic Block B,16.177,2024-03-09,15,5,1,10,0
2024-03-09 16:00:00,Academic Block B,12.357,2024-03-09,16,5,1,10,0
2024-03-09 17:00:00,Academic Block B,15.03,2024-03-09,17,5,1,10,0
2024-03-09 18:00:00,Academic Block B,17.387,2024-03-09,18,5,1,10,0
2024-03-09 19:00:00,Academic Block B,11.684,2024-03-09,19,5,1,10,0
2024-03-09 20:00:00,Academic Block B,8.972,2024-03-09,20,5,1,10,0
2024-03-09 21:00:00,Academic Block B,4.763,2024-03-09,21,5,1,10,0
2024-03-09 22:00:00,Academic Block B,3.112,2024-03-09,22,5,1,10,0
2024-03-09 23:00:00,Academic Block B,1.516,2024-03-09,23,5,1,10,0
2024-03-10 00:00:00,Academic Block B,1.771,2024-03-10,0,6,1,10,0
2024-03-10 01:00:00,Academic Block B,2.271,2024-03-10,1,6,1,10,0
2024-03-10 02:00:00,Academic Block B,2.056,2024-03-10,2,6,1,10,0
2024-03-10 03:00:00,Academic Block B,2.369,2024-03-10,3,6,1,10,0
2024-03-10 04:00:00,Academic Block B,2.199,2024-03-10,4,6,1,10,0
2024-03-10 05:00:00,Academic Block B,2.049,2024-03-10,5,6,1,10,0
2024-03-10 06:00:00,Academic Block B,2.0,2024-03-10,6,6,1,10,0
2024-03-10 07:00:00,Academic Block B,3.999,2024-03-10,7,6,1,10,0
2024-03-10 08:00:00,Academic Block B,8.869,2024-03-10,8,6,1,10,0
2024-03-10 09:00:00,Academic Block B,13.952,2024-03-10,9,6,1,10,0
2024-03-10 10:00:00,Academic Block B,16.181,2024-03-10,10,6,1,10,0
2024-03-10 11:00:00,Academic Block B,25.117,2024-03-10,11,6,1,10,0
2024-03-10 12:00:00,Academic Block B,19.736,2024-03-10,12,6,1,10,0
2024-03-10 13:00:00,Academic Block B,19.188,2024-03-10,13,6,1,10,0
2024-03-10 14:00:00,Academic Block B,20.587,2024-03-10,14,6,1,10,0
2024-03-10 15:00:00,Academic Block B,11.987,2024-03-10,15,6,1,10,0
2024-03-10 16:00:00,Academic Block B,16.462,2024-03-10,16,6,1,10,0
2024-03-10 17:00:00,Academic Block B,14.564,2024-03-10,17,6,1,10,0
2024-03-10 18:00:00,Academic Block B,15.512999999999984,2024-03-10,18,6,1,10,0
2024-03-10 19:00:00,Academic Block B,14.599,2024-03-10,19,6,1,10,0
2024-03-10 20:00:00,Academic Block B,9.743,2024-03-10,20,6,1,10,0
2024-03-10 21:00:00,Academic Block B,6.721,2024-03-10,21,6,1,10,0
2024-03-10 22:00:00,Academic Block B,3.582,2024-03-10,22,6,1,10,0
2024-03-10 23:00:00,Academic Block B,1.667,2024-03-10,23,6,1,10,0
2024-03-11 00:00:00,Academic Block B,0.791,2024-03-11,0,0,0,11,0
2024-03-11 01:00:00,Academic Block B,0.5,2024-03-11,1,0,0,11,0
2024-03-11 02:00:00,Academic Block B,0.5,2024-03-11,2,0,0,11,0
2024-03-11 03:00:00,Academic Block B,0.5,2024-03-11,3,0,0,11,0
2024-03-11 04:00:00,Academic Block B,0.781,2024-03-11,4,0,0,11,0
2024-03-11 05:00:00,Academic Block B,1.748,2024-03-11,5,0,0,11,0
2024-03-11 06:00:00,Academic Block B,6.795,2024-03-11,6,0,0,11,0
2024-03-11 07:00:00,Academic Block B,4.271499999999985,2024-03-11,7,0,0,11,0
2024-03-11 08:00:00,Academic Block B,27.713,2024-03-11,8,0,0,11,0
2024-03-11 09:00:00,Academic Block B,34.2,2024-03-11,9,0,0,11,0
2024-03-11 10:00:00,Academic Block B,41.786,2024-03-11,10,0,0,11,0
2024-03-11 11:00:00,Academic Block B,35.469,2024-03-11,11,0,0,11,0
2024-03-11 12:00:00,Academic Block B,30.485,2024-03-11,12,0,0,11,0
2024-03-11 13:00:00,Academic Block B,28.157,2024-03-11,13,0,0,11,0
2024-03-11 14:00:00,Academic Block B,35.368,2024-03-11,14,0,0,11,0
2024-03-11 15:00:00,Academic Block B,29.406,2024-03-11,15,0,0,11,0
2024-03-11 16:00:00,Academic Block B,24.902,2024-03-11,16,0,0,11,0
2024-03-11 17:00:00,Academic Block B,21.999,2024-03-11,17,0,0,11,0
2024-03-11 18:00:00,Academic Block B,21.694,2024-03-11,18,0,0,11,0
2024-03-11 19:00:00,Academic Block B,33.286,2024-03-11,19,0,0,11,0
2024-03-11 20:00:00,Academic Block B,30.133,2024-03-11,20,0,0,11,0
2024-03-11 21:00:00,Academic Block B,23.869,2024-03-11,21,0,0,11,0
2024-03-11 22:00:00,Academic Block B,9.184,2024-03-11,22,0,0,11,0
2024-03-11 23:00:00,Academic Block B,2.557,2024-03-11,23,0,0,11,0
2024-03-12 00:00:00,Academic Block B,0.833,2024-03-12,0,1,0,11,0
2024-03-12 01:00:00,Academic Block B,0.5,2024-03-12,1,1,0,11,0
2024-03-12 02:00:00,Academic Block B,0.5,2024-03-12,2,1,0,11,0
2024-03-12 03:00:00,Academic Block B,0.5,2024-03-12,3,1,0,11,0
2024-03-12 04:00:00,Academic Block B,0.705,2024-03-12,4,1,0,11,0
2024-03-12 05:00:00,Academic Block B,2.494,2024-03-12,5,1,0,11,0
2024-03-12 06:00:00,Academic Block B,6.411,2024-03-12,6,1,0,11,0
2024-03-12 07:00:00,Academic Block B,16.243,2024-03-12,7,1,0,11,0
2024-03-12 08:00:00,Academic Block B,21.041,2024-03-12,8,1,0,11,0
2024-03-12 09:00:00,Academic Block B,47.664,2024-03-12,9,1,0,11,0
2024-03-12 10:00:00,Academic Block B,37.612,2024-03-12,10,1,0,11,0
2024-03-12 11:00:00,Academic Block B,27.601,2024-03-12,11,1,0,11,0
2024-03-12 12:00:00,Academic Block B,24.429,2024-03-12,12,1,0,11,0
2024-03-12 13:00:00,Academic Block B,33.372,2024-03-12,13,1,0,11,0
2024-03-12 14:00:00,Academic Block B,30.091,2024-03-12,14,1,0,11,0
2024-03-12 15:00:00,Academic Block B,33.381,2024-03-12,15,1,0,11,0
2024-03-12 16:00:00,Academic Block B,20.844,2024-03-12,16,1,0,11,0
2024-03-12 17:00:00,Academic Block B,19.871,2024-03-12,17,1,0,11,0
2024-03-12 18:00:00,Academic Block B,30.673,2024-03-12,18,1,0,11,0
2024-03-12 19:00:00,Academic Block B,36.245,2024-03-12,19,1,0,11,0
2024-03-12 20:00:00,Academic Block B,29.508,2024-03-12,20,1,0,11,0
2024-03-12 21:00:00,Academic Block B,17.47,2024-03-12,21,1,0,11,0
2024-03-12 22:00:00,Academic Block B,11.241,2024-03-12,22,1,0,11,0
2024-03-12 23:00:00,Academic Block B,2.387,2024-03-12,23,1,0,11,0
2024-03-13 00:00:00,Academic Block B,0.801,2024-03-13,0,2,0,11,0
2024-03-13 01:00:00,Academic Block B,0.5,2024-03-13,1,2,0,11,0
2024-03-13 02:00:00,Academic Block B,0.5,2024-03-13,2,2,0,11,0
2024-03-13 03:00:00,Academic Block B,0.5,2024-03-13,3,2,0,11,0
2024-03-13 04:00:00,Academic Block B,0.771,2024-03-13,4,2,0,11,0
2024-03-13 05:00:00,Academic Block B,1.791,2024-03-13,5,2,0,11,0
2024-03-13 06:00:00,Academic Block B,6.854,2024-03-13,6,2,0,11,0
2024-03-13 07:00:00,Academic Block B,16.264,2024-03-13,7,2,0,11,0
2024-03-13 08:00:00,Academic Block B,24.157,2024-03-13,8,2,0,11,0
2024-03-13 09:00:00,Academic Block B,38.399,2024-03-13,9,2,0,11,0
2024-03-13 10:00:00,Academic Block B,38.069,2024-03-13,10,2,0,11,0
2024-03-13 11:00:00,Academic Block B,28.975,2024-03-13,11,2,0,11,0
2024-03-13 12:00:00,Academic Block B,30.223,2024-03-13,12,2,0,11,0
2024-03-13 13:00:00,Academic Block B,26.937,2024-03-13,13,2,0,11,0
2024-03-13 14:00:00,Academic Block B,27.246,2024-03-13,14,2,0,11,0
2024-03-13 15:00:00,Academic Block B,28.234,2024-03-13,15,2,0,11,0
2024-03-13 16:00:00,Academic Block B,23.405,2024-03-13,16,2,0,11,0
2024-03-13 17:00:00,Academic Block B,24.781,2024-03-13,17,2,0,11,0
2024-03-13 18:00:00,Academic Block B,24.118,2024-03-13,18,2,0,11,0
2024-03-13 19:00:00,Academic Block B,25.567,2024-03-13,19,2,0,11,0
2024-03-13 20:00:00,Academic Block B,31.663,2024-03-13,20,2,0,11,0
