timestamp,location,number_of_users,bandwidth_usage
2024-03-08 09:50:00,Library,328.0,596.76
2024-03-08 09:46:00,Cafeteria,229.0,331.0
2024-03-08 09:55:00,Sports Complex,108.0,160.89
2024-03-08 09:03:00,Hostel Area,327.0,554.36
2024-03-08 09:35:00,Admin Zone,163.0,232.22
2024-03-08 10:12:00,Academic Zone,309.0,376.78
2024-03-08 10:11:00,Library,376.0,481.47
2024-03-08 10:02:00,Cafeteria,326.0,449.33
2024-03-08 10:56:00,Sports Complex,122.0,195.79
2024-03-08 10:02:00,Hostel Area,265.0,300.52
2024-03-08 10:16:00,Admin Zone,149.0,234.18
2024-03-08 11:48:00,Academic Zone,335.0,688.57
2024-03-08 11:35:00,Library,186.0,194.67
2024-03-08 11:31:00,Cafeteria,204.0,300.67
2024-03-08 11:38:00,Sports Complex,84.0,130.91
2024-03-08 11:51:00,Hostel Area,272.0,274.92
2024-03-08 11:43:00,Admin Zone,145.0,231.89
2024-03-08 12:56:00,Academic Zone,280.0,440.63
2024-03-08 12:29:00,Library,243.0,404.58
2024-03-08 12:33:00,Cafeteria,118.0,215.5
2024-03-08 12:32:00,Sports Complex,100.0,180.65
2024-03-08 12:32:00,Hostel Area,123.0,226.73
2024-03-08 12:55:00,Admin Zone,97.0,160.95
2024-03-08 13:36:00,Academic Zone,202.0,261.6
2024-03-08 13:28:00,Library,308.0,510.6
2024-03-08 13:22:00,Cafeteria,131.0,223.23
2024-03-08 13:43:00,Sports Complex,80.0,113.61
2024-03-08 13:13:00,Hostel Area,165.0,264.5
2024-03-08 13:44:00,Admin Zone,146.0,257.76
2024-03-08 14:47:00,Academic Zone,292.0,433.95
2024-03-08 14:46:00,Library,191.0,364.68
2024-03-08 14:45:00,Cafeteria,178.0,301.71
2024-03-08 14:56:00,Sports Complex,106.0,139.09
2024-03-08 14:23:00,Hostel Area,203.0,332.25
2024-03-08 14:42:00,Admin Zone,168.0,234.72
2024-03-08 15:32:00,Academic Zone,388.0,689.4
2024-03-08 15:22:00,Library,231.0,422.74
2024-03-08 15:11:00,Cafeteria,189.0,161.86
2024-03-08 15:15:00,Sports Complex,102.0,192.18
2024-03-08 15:40:00,Hostel Area,154.0,170.31
2024-03-08 15:34:00,Admin Zone,116.0,228.94
2024-03-08 16:25:00,Academic Zone,196.0,201.22
2024-03-08 16:59:00,Library,180.0,237.99
2024-03-08 16:03:00,Cafeteria,83.0,109.95
2024-03-08 16:51:00,Sports Complex,77.0,158.38
2024-03-08 16:53:00,Hostel Area,180.0,313.53
2024-03-08 16:59:00,Admin Zone,70.0,103.02
2024-03-08 17:48:00,Academic Zone,219.0,349.92
2024-03-08 17:50:00,Library,202.0,360.74
2024-03-08 17:52:00,Cafeteria,115.0,154.46
2024-03-08 17:49:00,Sports Complex,82.0,140.84
2024-03-08 17:02:00,Hostel Area,166.0,247.04
2024-03-08 17:12:00,Admin Zone,101.0,113.41
2024-03-08 18:01:00,Academic Zone,321.0,567.01
2024-03-08 18:17:00,Library,175.0,226.77
2024-03-08 18:19:00,Cafeteria,101.0,166.96
2024-03-08 18:15:00,Sports Complex,37.0,57.98
2024-03-08 18:59:00,Hostel Area,148.0,178.3
2024-03-08 18:24:00,Admin Zone,60.0,74.05
2024-03-08 19:41:00,Academic Zone,432.0,554.79
2024-03-08 19:05:00,Library,286.0,335.4
2024-03-08 19:52:00,Cafeteria,202.0,339.67
2024-03-08 19:36:00,Sports Complex,91.0,142.83
2024-03-08 19:54:00,Hostel Area,229.0,274.73
2024-03-08 19:50:00,Admin Zone,100.0,177.54
2024-03-08 20:36:00,Academic Zone,412.0,636.15
2024-03-08 20:20:00,Library,281.0,523.04
2024-03-08 20:07:00,Cafeteria,146.0,215.65
2024-03-08 20:29:00,Sports Complex,102.0,219.81
2024-03-08 20:04:00,Hostel Area,232.0,369.13
2024-03-08 20:22:00,Admin Zone,98.0,145.3
2024-03-08 21:53:00,Academic Zone,238.0,398.46
2024-03-08 21:55:00,Library,145.0,274.48
2024-03-08 21:10:00,Cafeteria,132.0,193.61
2024-03-08 21:13:00,Sports Complex,63.0,82.39
2024-03-08 21:55:00,Hostel Area,113.0,181.27
2024-03-08 21:46:00,Admin Zone,63.0,106.76
2024-03-08 22:36:00,Academic Zone,96.0,174.24
2024-03-08 22:57:00,Library,80.0,73.84
2024-03-08 22:59:00,Cafeteria,48.0,73.54
2024-03-08 22:55:00,Sports Complex,19.0,19.15
2024-03-08 22:05:00,Hostel Area,64.0,115.29
2024-03-08 22:01:00,Admin Zone,41.0,61.32
2024-03-08 23:49:00,Academic Zone,27.0,33.2
2024-03-08 23:09:00,Library,29.0,45.22
2024-03-08 23:41:00,Cafeteria,18.0,33.5
2024-03-08 23:36:00,Sports Complex,8.0,13.06
2024-03-08 23:10:00,Hostel Area,23.0,29.69
2024-03-08 23:49:00,Admin Zone,10.0,17.17
2024-03-09 00:59:00,Academic Zone,,
2024-03-09 00:46:00,Library,5.0,5.57
2024-03-09 00:37:00,Cafeteria,3.0,3.57
2024-03-09 00:47:00,Sports Complex,2.0,4.37
2024-03-09 00:22:00,Hostel Area,5.0,9.1
2024-03-09 00:42:00,Admin Zone,3.0,3.02
2024-03-09 01:01:00,Academic Zone,,
2024-03-09 01:05:00,Library,2.0,2.86
2024-03-09 01:19:00,Cafeteria,2.0,2.82
2024-03-09 01:12:00,Sports Complex,1.0,1.55
2024-03-09 01:30:00,Hostel Area,2.0,2.96
2024-03-09 01:17:00,Admin Zone,1.0,1.29
2024-03-09 02:41:00,Academic Zone,3.0,4.21
2024-03-09 02:55:00,Library,3.0,5.07
2024-03-09 02:47:00,Cafeteria,1.0,1.77
2024-03-09 02:32:00,Sports Complex,0.0,0.0
2024-03-09 02:12:00,Hostel Area,2.0,3.01
2024-03-09 02:03:00,Admin Zone,1.0,1.46
2024-03-09 03:39:00,Academic Zone,4.0,8.89
2024-03-09 03:52:00,Library,3.0,4.01
2024-03-09 03:12:00,Cafeteria,1.0,1.86
2024-03-09 03:58:00,Sports Complex,0.0,0.0
2024-03-09 03:00:00,Hostel Area,2.0,2.19
2024-03-09 03:36:00,Admin Zone,1.0,0.85
2024-03-09 04:26:00,Academic Zone,3.0,5.27
2024-03-09 04:30:00,Library,1.0,2.11
2024-03-09 04:05:00,Cafeteria,2.0,2.41
2024-03-09 04:13:00,Sports Complex,1.0,0.93
2024-03-09 04:43:00,Hostel Area,1.0,1.08
2024-03-09 04:37:00,Admin Zone,0.0,0.0
2024-03-09 05:31:00,Academic Zone,8.0,12.39
2024-03-09 05:05:00,Library,6.0,9.09
2024-03-09 05:38:00,Cafeteria,3.0,4.05
2024-03-09 05:07:00,Sports Complex,0.0,0.0
2024-03-09 05:09:00,Hostel Area,5.0,7.6
2024-03-09 05:25:00,Admin Zone,3.0,5.27
2024-03-09 06:03:00,Academic Zone,19.0,27.83
2024-03-09 06:40:00,Library,21.0,27.81
2024-03-09 06:09:00,Cafeteria,13.0,18.13
2024-03-09 06:46:00,Sports Complex,3.0,4.58
2024-03-09 06:09:00,Hostel Area,12.0,13.15
2024-03-09 06:07:00,Admin Zone,6.0,8.13
2024-03-09 07:13:00,Academic Zone,57.0,102.06
2024-03-09 07:10:00,Library,26.0,33.23
2024-03-09 07:07:00,Cafeteria,25.0,46.59
2024-03-09 07:55:00,Sports Complex,11.0,14.91
2024-03-09 07:43:00,Hostel Area,26.0,41.26
2024-03-09 07:59:00,Admin Zone,17.0,29.46
2024-03-09 08:44:00,Academic Zone,66.0,91.88
2024-03-09 08:29:00,Library,38.0,56.73
2024-03-09 08:26:00,Cafeteria,30.0,38.41
2024-03-09 08:29:00,Sports Complex,29.0,46.89
2024-03-09 08:48:00,Hostel Area,57.0,85.54
2024-03-09 08:42:00,Admin Zone,38.0,49.84
2024-03-09 09:08:00,Academic Zone,129.0,197.76
2024-03-09 09:03:00,Library,92.0,197.02
2024-03-09 09:07:00,Cafeteria,46.0,43.49
2024-03-09 09:38:00,Sports Complex,36.0,47.49
2024-03-09 09:49:00,Hostel Area,43.0,69.35
2024-03-09 09:47:00,Admin Zone,47.0,86.32
2024-03-09 10:43:00,Academic Zone,149.0,140.4
2024-03-09 10:05:00,Library,107.0,98.81
2024-03-09 10:07:00,Cafeteria,109.0,196.39
2024-03-09 10:07:00,Sports Complex,60.0,102.0
2024-03-09 10:24:00,Hostel Area,77.0,106.17
2024-03-09 10:25:00,Admin Zone,69.0,68.32
2024-03-09 11:06:00,Academic Zone,228.0,395.24
2024-03-09 11:08:00,Library,239.0,427.01
2024-03-09 11:58:00,Cafeteria,114.0,171.97
2024-03-09 11:11:00,Sports Complex,66.0,111.09
2024-03-09 11:02:00,Hostel Area,79.0,123.56
2024-03-09 11:07:00,Admin Zone,35.0,28.83
2024-03-09 12:39:00,Academic Zone,253.0,415.82
2024-03-09 12:46:00,Library,145.0,265.08
2024-03-09 12:02:00,Cafeteria,162.0,282.17
2024-03-09 12:28:00,Sports Complex,71.0,113.02
2024-03-09 12:08:00,Hostel Area,165.0,258.09
2024-03-09 12:46:00,Admin Zone,71.0,98.56
2024-03-09 13:21:00,Academic Zone,232.0,371.47
2024-03-09 13:42:00,Library,202.0,242.49
2024-03-09 13:47:00,Cafeteria,111.0,157.56
2024-03-09 13:59:00,Sports Complex,91.0,143.32
2024-03-09 13:33:00,Hostel Area,167.0,300.42
2024-03-09 13:48:00,Admin Zone,96.0,85.4
2024-03-09 14:28:00,Academic Zone,,
2024-03-09 14:59:00,Library,151.0,150.94
2024-03-09 14:15:00,Cafeteria,74.0,91.29
2024-03-09 14:12:00,Sports Complex,57.0,89.5
2024-03-09 14:59:00,Hostel Area,157.0,236.09
2024-03-09 14:39:00,Admin Zone,69.0,75.82
2024-03-09 15:47:00,Academic Zone,142.0,309.85
2024-03-09 15:46:00,Library,122.0,162.51
2024-03-09 15:13:00,Cafeteria,79.0,143.19
2024-03-09 15:02:00,Sports Complex,46.0,80.48
2024-03-09 15:18:00,Hostel Area,112.0,173.27
2024-03-09 15:36:00,Admin Zone,55.0,72.63
2024-03-09 16:12:00,Academic Zone,,
2024-03-09 16:27:00,Library,72.0,115.97
2024-03-09 16:24:00,Cafeteria,52.0,80.79
2024-03-09 16:21:00,Sports Complex,39.0,43.09
2024-03-09 16:13:00,Hostel Area,87.0,76.6
2024-03-09 16:34:00,Admin Zone,50.0,84.04
2024-03-09 17:00:00,Academic Zone,190.0,304.6
2024-03-09 17:42:00,Library,118.0,159.91
2024-03-09 17:11:00,Cafeteria,73.0,132.05
2024-03-09 17:29:00,Sports Complex,64.0,97.62
2024-03-09 17:41:00,Hostel Area,,
2024-03-09 17:56:00,Admin Zone,71.0,118.3
2024-03-09 18:42:00,Academic Zone,190.0,269.93
2024-03-09 18:51:00,Library,98.0,140.68
2024-03-09 18:19:00,Cafeteria,86.0,118.13
2024-03-09 18:49:00,Sports Complex,57.0,115.43
2024-03-09 18:33:00,Hostel Area,121.0,203.22
2024-03-09 18:06:00,Admin Zone,66.0,97.79
2024-03-09 19:09:00,Academic Zone,180.0,290.18
2024-03-09 19:48:00,Library,132.0,247.1
2024-03-09 19:50:00,Cafeteria,78.0,122.72
2024-03-09 19:18:00,Sports Complex,48.0,62.66
2024-03-09 19:11:00,Hostel Area,82.0,104.33
2024-03-09 19:06:00,Admin Zone,46.0,52.62
2024-03-09 20:05:00,Academic Zone,70.0,87.74
2024-03-09 20:18:00,Library,43.0,68.16
2024-03-09 20:01:00,Cafeteria,53.0,91.28
2024-03-09 20:50:00,Sports Complex,24.0,39.59
2024-03-09 20:35:00,Hostel Area,56.0,97.01
2024-03-09 20:43:00,Admin Zone,23.0,32.86
2024-03-09 21:25:00,Academic Zone,57.0,99.13
2024-03-09 21:40:00,Library,56.0,104.48
2024-03-09 21:33:00,Cafeteria,18.0,35.08
2024-03-09 21:08:00,Sports Complex,14.0,28.17
2024-03-09 21:59:00,Hostel Area,57.0,105.87
2024-03-09 21:21:00,Admin Zone,18.0,20.28
2024-03-09 22:55:00,Academic Zone,28.0,46.79
2024-03-09 22:00:00,Library,20.0,18.85
2024-03-09 22:36:00,Cafeteria,19.0,25.08
2024-03-09 22:42:00,Sports Complex,10.0,17.31
2024-03-09 22:20:00,Hostel Area,21.0,36.79
2024-03-09 22:08:00,Admin Zone,15.0,25.94
2024-03-09 23:09:00,Academic Zone,18.0,29.09
2024-03-09 23:38:00,Library,11.0,17.52
2024-03-09 23:18:00,Cafeteria,8.0,13.17
2024-03-09 23:24:00,Sports Complex,4.0,5.45
2024-03-09 23:08:00,Hostel Area,12.0,16.1
2024-03-09 23:01:00,Admin Zone,6.0,9.93
2024-03-10 00:53:00,Academic Zone,6.0,11.81
2024-03-10 00:52:00,Library,,
2024-03-10 00:37:00,Cafeteria,4.0,4.83
2024-03-10 00:12:00,Sports Complex,1.0,1.32
2024-03-10 00:44:00,Hostel Area,4.0,7.64
2024-03-10 00:54:00,Admin Zone,3.0,4.65
2024-03-10 01:23:00,Academic Zone,3.0,4.75
2024-03-10 01:22:00,Library,2.0,2.95
2024-03-10 01:46:00,Cafeteria,2.0,2.44
2024-03-10 01:24:00,Sports Complex,,
2024-03-10 01:53:00,Hostel Area,1.0,1.91
2024-03-10 01:50:00,Admin Zone,1.0,1.55
2024-03-10 02:04:00,Academic Zone,3.0,4.38
2024-03-10 02:51:00,Library,4.0,6.85
2024-03-10 02:47:00,Cafeteria,1.0,1.52
2024-03-10 02:47:00,Sports Complex,0.0,0.0
2024-03-10 02:41:00,Hostel Area,2.0,2.42
2024-03-10 02:00:00,Admin Zone,1.0,1.9
2024-03-10 03:51:00,Academic Zone,3.0,3.79
2024-03-10 03:59:00,Library,3.0,5.42
2024-03-10 03:13:00,Cafeteria,1.0,1.79
2024-03-10 03:45:00,Sports Complex,1.0,1.6
2024-03-10 03:42:00,Hostel Area,1.0,1.74
2024-03-10 03:36:00,Admin Zone,1.0,1.4
2024-03-10 04:38:00,Academic Zone,4.0,7.45
2024-03-10 04:22:00,Library,3.0,2.45
2024-03-10 04:08:00,Cafeteria,2.0,3.14
2024-03-10 04:49:00,Sports Complex,1.0,1.54
2024-03-10 04:44:00,Hostel Area,1.0,1.71
2024-03-10 04:37:00,Admin Zone,0.0,0.0
2024-03-10 05:31:00,Academic Zone,5.0,6.61
2024-03-10 05:52:00,Library,3.0,4.75
2024-03-10 05:01:00,Cafeteria,4.0,6.84
2024-03-10 05:49:00,Sports Complex,1.0,1.07
2024-03-10 05:06:00,Hostel Area,7.0,10.33
2024-03-10 05:14:00,Admin Zone,3.0,4.62
2024-03-10 06:29:00,Academic Zone,,
2024-03-10 06:07:00,Library,13.0,21.61
2024-03-10 06:09:00,Cafeteria,10.0,9.95
2024-03-10 06:17:00,Sports Complex,6.0,8.3
2024-03-10 06:12:00,Hostel Area,11.0,19.72
2024-03-10 06:27:00,Admin Zone,6.0,8.93
2024-03-10 07:59:00,Academic Zone,42.0,62.59
2024-03-10 07:22:00,Library,115.68737373381794,61.98
2024-03-10 07:35:00,Cafeteria,18.0,17.62
2024-03-10 07:20:00,Sports Complex,12.0,14.62
2024-03-10 07:34:00,Hostel Area,21.0,31.4
2024-03-10 07:23:00,Admin Zone,15.0,21.72
2024-03-10 08:24:00,Academic Zone,76.0,109.43
2024-03-10 08:19:00,Library,65.0,97.45
2024-03-10 08:48:00,Cafeteria,26.0,45.82
2024-03-10 08:59:00,Sports Complex,17.0,22.08
2024-03-10 08:08:00,Hostel Area,37.0,57.36
2024-03-10 08:13:00,Admin Zone,25.0,36.12
2024-03-10 09:54:00,Academic Zone,106.0,125.48
2024-03-10 09:01:00,Library,49.0,64.81
2024-03-10 09:16:00,Cafeteria,,
2024-03-10 09:04:00,Sports Complex,50.0,102.45
2024-03-10 09:56:00,Hostel Area,79.0,99.75
2024-03-10 09:47:00,Admin Zone,27.0,37.11
2024-03-10 10:49:00,Academic Zone,137.0,175.2
2024-03-10 10:09:00,Library,88.0,150.55
2024-03-10 10:01:00,Cafeteria,92.0,112.73
2024-03-10 10:09:00,Sports Complex,56.0,85.0
2024-03-10 10:30:00,Hostel Area,119.0,206.14
2024-03-10 10:59:00,Admin Zone,64.0,80.24
2024-03-10 11:03:00,Academic Zone,254.0,439.88
2024-03-10 11:27:00,Library,190.0,209.23
2024-03-10 11:07:00,Cafeteria,74.0,144.59
2024-03-10 11:23:00,Sports Complex,52.0,81.94
2024-03-10 11:39:00,Hostel Area,167.0,332.31
2024-03-10 11:10:00,Admin Zone,83.0,111.5
2024-03-10 12:30:00,Academic Zone,236.0,380.25
2024-03-10 12:14:00,Library,204.0,262.18
2024-03-10 12:35:00,Cafeteria,58.0,74.2
2024-03-10 12:31:00,Sports Complex,68.0,101.8
2024-03-10 12:17:00,Hostel Area,217.0,394.97
2024-03-10 12:03:00,Admin Zone,81.0,133.74
2024-03-10 13:10:00,Academic Zone,,
2024-03-10 13:38:00,Library,,
2024-03-10 13:39:00,Cafeteria,115.0,207.9
2024-03-10 13:03:00,Sports Complex,61.0,106.56
2024-03-10 13:28:00,Hostel Area,,
2024-03-10 13:46:00,Admin Zone,80.0,107.77
2024-03-10 14:46:00,Academic Zone,,
2024-03-10 14:05:00,Library,160.0,185.55
2024-03-10 14:27:00,Cafeteria,95.0,185.71
2024-03-10 14:27:00,Sports Complex,49.0,79.94
2024-03-10 14:55:00,Hostel Area,64.0,65.65
2024-03-10 14:37:00,Admin Zone,65.0,96.03
2024-03-10 15:01:00,Academic Zone,148.0,319.27
2024-03-10 15:26:00,Library,101.0,154.06
2024-03-10 15:14:00,Cafeteria,62.0,106.71
2024-03-10 15:08:00,Sports Complex,32.0,41.29
2024-03-10 15:08:00,Hostel Area,77.0,134.53
2024-03-10 15:55:00,Admin Zone,53.0,84.01
2024-03-10 16:18:00,Academic Zone,120.0,223.53
2024-03-10 16:33:00,Library,95.0,198.51
2024-03-10 16:41:00,Cafeteria,77.0,81.41
2024-03-10 16:57:00,Sports Complex,40.0,75.21
2024-03-10 16:06:00,Hostel Area,,
2024-03-10 16:21:00,Admin Zone,31.0,37.24
2024-03-10 17:20:00,Academic Zone,159.0,173.89
2024-03-10 17:16:00,Library,133.0,225.45
2024-03-10 17:55:00,Cafeteria,68.0,74.65
2024-03-10 17:10:00,Sports Complex,32.0,59.64
2024-03-10 17:52:00,Hostel Area,70.0,111.21
2024-03-10 17:56:00,Admin Zone,75.0,90.5
2024-03-10 18:43:00,Academic Zone,157.0,243.77
2024-03-10 18:40:00,Library,155.0,209.32
2024-03-10 18:41:00,Cafeteria,88.0,134.4
2024-03-10 18:00:00,Sports Complex,49.0,68.05
2024-03-10 18:14:00,Hostel Area,168.0,303.08
2024-03-10 18:44:00,Admin Zone,81.0,113.21
2024-03-10 19:45:00,Academic Zone,96.0,215.31
2024-03-10 19:55:00,Library,100.0,159.28
2024-03-10 19:18:00,Cafeteria,84.0,111.37
2024-03-10 19:02:00,Sports Complex,49.0,73.63
2024-03-10 19:15:00,Hostel Area,89.0,117.99
2024-03-10 19:03:00,Admin Zone,41.0,38.59
2024-03-10 20:07:00,Academic Zone,164.0,317.7
2024-03-10 20:01:00,Library,83.0,163.34
2024-03-10 20:39:00,Cafeteria,,
2024-03-10 20:23:00,Sports Complex,27.0,49.2
2024-03-10 20:58:00,Hostel Area,79.0,137.25
2024-03-10 20:57:00,Admin Zone,34.0,54.87
2024-03-10 21:25:00,Academic Zone,65.0,90.08
2024-03-10 21:31:00,Library,52.0,97.54
2024-03-10 21:36:00,Cafeteria,,
2024-03-10 21:58:00,Sports Complex,17.0,29.86
2024-03-10 21:49:00,Hostel Area,33.0,45.77
2024-03-10 21:40:00,Admin Zone,27.0,55.66
2024-03-10 22:28:00,Academic Zone,40.0,59.02
2024-03-10 22:23:00,Library,14.0,24.29
2024-03-10 22:27:00,Cafeteria,17.0,28.32
2024-03-10 22:57:00,Sports Complex,6.0,8.4
2024-03-10 22:50:00,Hostel Area,28.0,33.4
2024-03-10 22:19:00,Admin Zone,,
2024-03-10 23:39:00,Academic Zone,17.0,24.49
2024-03-10 23:04:00,Library,16.0,24.2
2024-03-10 23:23:00,Cafeteria,9.0,19.2
2024-03-10 23:28:00,Sports Complex,4.0,6.69
2024-03-10 23:37:00,Hostel Area,12.0,20.03
2024-03-10 23:43:00,Admin Zone,,
2024-03-11 00:49:00,Academic Zone,9.0,11.81
2024-03-11 00:22:00,Library,5.0,7.21
2024-03-11 00:23:00,Cafeteria,2.0,2.61
2024-03-11 00:18:00,Sports Complex,1.0,2.24
2024-03-11 00:27:00,Hostel Area,5.0,6.87
2024-03-11 00:53:00,Admin Zone,2.0,1.54
2024-03-11 01:11:00,Academic Zone,2.0,2.0
2024-03-11 01:15:00,Library,2.0,2.99
2024-03-11 01:16:00,Cafeteria,1.0,1.23
2024-03-11 01:30:00,Sports Complex,0.0,0.0
2024-03-11 01:53:00,Hostel Area,2.0,3.46
2024-03-11 01:06:00,Admin Zone,1.0,1.83
2024-03-11 02:08:00,Academic Zone,2.0,3.02
2024-03-11 02:53:00,Library,2.0,2.31
2024-03-11 02:51:00,Cafeteria,1.0,2.24
2024-03-11 02:16:00,Sports Complex,1.0,1.99
2024-03-11 02:29:00,Hostel Area,2.0,2.5
2024-03-11 02:27:00,Admin Zone,1.0,2.2
2024-03-11 03:00:00,Academic Zone,4.0,5.86
2024-03-11 03:07:00,Library,3.0,5.5
2024-03-11 03:02:00,Cafeteria,1.0,1.46
2024-03-11 03:35:00,Sports Complex,0.0,0.0
2024-03-11 03:03:00,Hostel Area,1.0,1.38
2024-03-11 03:49:00,Admin Zone,0.0,0.0
2024-03-11 04:07:00,Academic Zone,7.0,12.5
2024-03-11 04:51:00,Library,7.0,10.0
2024-03-11 04:50:00,Cafeteria,3.0,4.27
2024-03-11 04:32:00,Sports Complex,2.0,2.63
2024-03-11 04:07:00,Hostel Area,4.0,6.33
2024-03-11 04:02:00,Admin Zone,3.0,4.68
2024-03-11 05:13:00,Academic Zone,21.0,28.45
2024-03-11 05:01:00,Library,16.0,12.56
2024-03-11 05:51:00,Cafeteria,13.0,20.13
2024-03-11 05:58:00,Sports Complex,8.0,15.09
2024-03-11 05:47:00,Hostel Area,10.0,13.91
2024-03-11 05:50:00,Admin Zone,5.0,6.5
2024-03-11 06:26:00,Academic Zone,42.0,51.36
2024-03-11 06:35:00,Library,38.0,67.05
2024-03-11 06:14:00,Cafeteria,20.0,43.36
2024-03-11 06:06:00,Sports Complex,16.0,30.47
2024-03-11 06:28:00,Hostel Area,32.0,55.47
2024-03-11 06:25:00,Admin Zone,15.0,15.87
2024-03-11 07:17:00,Academic Zone,179.0,261.95
2024-03-11 07:48:00,Library,110.0,131.89
2024-03-11 07:05:00,Cafeteria,60.0,61.27
2024-03-11 07:31:00,Sports Complex,37.0,58.34
2024-03-11 07:10:00,Hostel Area,95.0,145.06
2024-03-11 07:27:00,Admin Zone,30.0,46.77
2024-03-11 08:33:00,Academic Zone,255.0,322.37
2024-03-11 08:02:00,Library,161.0,273.57
2024-03-11 08:34:00,Cafeteria,78.0,88.14
2024-03-11 08:00:00,Sports Complex,80.0,107.66
2024-03-11 08:33:00,Hostel Area,188.0,287.44
2024-03-11 08:06:00,Admin Zone,83.0,82.35
2024-03-11 09:51:00,Academic Zone,434.0,628.49
2024-03-11 09:46:00,Library,218.0,189.7
2024-03-11 09:42:00,Cafeteria,201.0,263.19
2024-03-11 09:23:00,Sports Complex,83.0,153.83
2024-03-11 09:28:00,Hostel Area,151.0,215.18
2024-03-11 09:06:00,Admin Zone,154.0,253.57
2024-03-11 10:09:00,Academic Zone,294.0,557.19
2024-03-11 10:37:00,Library,401.0,724.74
2024-03-11 10:01:00,Cafeteria,164.0,234.91
2024-03-11 10:55:00,Sports Complex,142.0,231.92
2024-03-11 10:46:00,Hostel Area,223.0,320.27
2024-03-11 10:06:00,Admin Zone,98.0,180.79
2024-03-11 11:21:00,Academic Zone,349.0,705.99
2024-03-11 11:45:00,Library,177.0,213.91
2024-03-11 11:03:00,Cafeteria,176.0,383.4
2024-03-11 11:29:00,Sports Complex,103.0,131.02
2024-03-11 11:05:00,Hostel Area,229.0,297.07
2024-03-11 11:12:00,Admin Zone,151.0,265.52
2024-03-11 12:32:00,Academic Zone,388.0,390.85
2024-03-11 12:02:00,Library,147.0,210.23
2024-03-11 12:26:00,Cafeteria,170.0,307.26
2024-03-11 12:28:00,Sports Complex,88.0,153.49
2024-03-11 12:06:00,Hostel Area,246.0,310.86
2024-03-11 12:15:00,Admin Zone,135.0,263.15
2024-03-11 13:03:00,Academic Zone,298.0,362.15
2024-03-11 13:29:00,Library,304.0,637.55
2024-03-11 13:45:00,Cafeteria,139.0,288.58
2024-03-11 13:14:00,Sports Complex,77.0,110.42
2024-03-11 13:21:00,Hostel Area,,
2024-03-11 13:05:00,Admin Zone,123.0,186.33
2024-03-11 14:03:00,Academic Zone,312.0,428.01
2024-03-11 14:52:00,Library,276.0,392.39
2024-03-11 14:55:00,Cafeteria,176.0,184.98
2024-03-11 14:18:00,Sports Complex,58.0,93.04
2024-03-11 14:23:00,Hostel Area,246.0,386.29
2024-03-11 14:33:00,Admin Zone,140.0,190.99
2024-03-11 15:17:00,Academic Zone,292.0,396.12
2024-03-11 15:31:00,Library,157.0,262.57
2024-03-11 15:19:00,Cafeteria,181.0,322.1
2024-03-11 15:12:00,Sports Complex,84.0,107.92
2024-03-11 15:51:00,Hostel Area,182.0,244.85
2024-03-11 15:25:00,Admin Zone,67.0,106.47
2024-03-11 16:11:00,Academic Zone,293.0,458.54
2024-03-11 16:07:00,Library,198.0,259.74
2024-03-11 16:45:00,Cafeteria,144.0,212.21
2024-03-11 16:12:00,Sports Complex,54.0,102.44
2024-03-11 16:01:00,Hostel Area,182.0,363.36
2024-03-11 16:01:00,Admin Zone,110.0,144.44
2024-03-11 17:36:00,Academic Zone,216.0,389.55
2024-03-11 17:27:00,Library,138.0,275.55
2024-03-11 17:11:00,Cafeteria,,
2024-03-11 17:22:00,Sports Complex,70.0,106.12
2024-03-11 17:34:00,Hostel Area,139.0,202.39
2024-03-11 17:55:00,Admin Zone,38.0,63.42
2024-03-11 18:33:00,Academic Zone,391.0,489.24
2024-03-11 18:43:00,Library,151.0,297.57
2024-03-11 18:22:00,Cafeteria,146.0,258.62
2024-03-11 18:28:00,Sports Complex,85.0,103.85
2024-03-11 18:27:00,Hostel Area,206.0,278.53
2024-03-11 18:45:00,Admin Zone,80.0,135.32
2024-03-11 19:27:00,Academic Zone,347.0,563.51
2024-03-11 19:38:00,Library,283.0,494.99
2024-03-11 19:16:00,Cafeteria,211.0,329.89
2024-03-11 19:31:00,Sports Complex,123.0,226.26
2024-03-11 19:01:00,Hostel Area,247.0,327.91
2024-03-11 19:13:00,Admin Zone,143.0,232.84
2024-03-11 20:07:00,Academic Zone,230.0,263.29
2024-03-11 20:35:00,Library,186.0,212.42
2024-03-11 20:00:00,Cafeteria,122.0,213.62
2024-03-11 20:21:00,Sports Complex,91.0,160.6
2024-03-11 20:12:00,Hostel Area,156.0,161.84
2024-03-11 20:42:00,Admin Zone,92.0,157.12
2024-03-11 21:51:00,Academic Zone,241.0,345.08
2024-03-11 21:55:00,Library,175.0,235.9
2024-03-11 21:49:00,Cafeteria,89.0,144.12
2024-03-11 21:12:00,Sports Complex,67.0,136.49
2024-03-11 21:38:00,Hostel Area,108.0,125.61
2024-03-11 21:25:00,Admin Zone,67.0,112.83
2024-03-11 22:10:00,Academic Zone,147.0,226.75
2024-03-11 22:52:00,Library,67.0,77.6
2024-03-11 22:51:00,Cafeteria,45.0,70.6
2024-03-11 22:58:00,Sports Complex,34.0,53.23
2024-03-11 22:28:00,Hostel Area,57.0,63.13
2024-03-11 22:59:00,Admin Zone,41.0,54.73
