student_id,date,class_id,attendance_status
STU0460,2024-03-04,EE309,Present
STU0058,2024-03-04,EE309,Present
STU0653,2024-03-04,EE309,Absent
STU0203,2024-03-04,EE309,Present
STU0687,2024-03-04,EE309,Absent
STU0300,2024-03-04,EE309,Present
STU0282,2024-03-04,EE309,Absent
STU0079,2024-03-04,EE309,Present
STU0588,2024-03-04,EE309,Present
STU0968,2024-03-04,EE309,Present
STU0285,2024-03-04,EE309,Present
STU0961,2024-03-04,EE309,Present
STU0919,2024-03-04,EE309,Present
STU0011,2024-03-04,EE309,Present
STU0163,2024-03-04,EE309,Present
STU0039,2024-03-04,EE309,Present
STU0525,2024-03-04,EE309,Present
STU0442,2024-03-04,EE309,Present
STU0307,2024-03-04,EE309,
STU1124,2024-03-04,EE309,Present
STU1081,2024-03-04,EE309,Present
STU0867,2024-03-04,EE309,Present
STU0228,2024-03-04,EE309,Present
STU0591,2024-03-04,EE309,Present
STU0487,2024-03-04,EE309,Present
STU0617,2024-03-04,EE309,Present
STU0250,2024-03-04,EE309,Present
STU0098,2024-03-04,EE309,Present
STU0489,2024-03-04,EE309,Present
STU0860,2024-03-04,EE309,Absent
STU0937,2024-03-04,EE309,Present
STU0129,2024-03-04,EE309,Present
STU1024,2024-03-04,CS105,Present
STU1098,2024-03-04,CS105,Present
STU0034,2024-03-04,CS105,Present
STU1056,2024-03-04,CS105,Absent
STU1178,2024-03-04,CS105,Present
STU0496,2024-03-04,CS105,Present
STU0295,2024-03-04,CS105,Absent
STU0597,2024-03-04,CS105,Present
STU0880,2024-03-04,CS105,Present
STU0004,2024-03-04,CS105,Present
STU0723,2024-03-04,CS105,
STU0493,2024-03-04,CS105,Absent
STU1169,2024-03-04,CS105,Absent
STU0854,2024-03-04,CS105,Present
STU0384,2024-03-04,CS105,Present
STU0176,2024-03-04,CS105,Present
STU1073,2024-03-04,CS105,Present
STU0739,2024-03-04,CS105,Absent
STU0139,2024-03-04,CS105,Present
STU1078,2024-03-04,CS105,Present
STU1115,2024-03-04,CS105,Present
STU1040,2024-03-04,CS105,Present
STU1135,2024-03-04,CS105,Present
STU0042,2024-03-04,CS105,Present
STU0800,2024-03-04,CS105,Present
STU0963,2024-03-04,CS105,Present
STU0090,2024-03-04,CS105,Absent
STU0793,2024-03-04,CS105,Present
STU0520,2024-03-04,EE302,Present
STU0034,2024-03-04,EE302,Present
STU0732,2024-03-04,EE302,Present
STU0139,2024-03-04,EE302,Present
STU0707,2024-03-04,EE302,Present
STU0494,2024-03-04,EE302,Present
STU0213,2024-03-04,EE302,Present
STU1192,2024-03-04,EE302,Present
STU0681,2024-03-04,EE302,Present
STU0274,2024-03-04,EE302,Absent
STU0091,2024-03-04,EE302,Present
STU0722,2024-03-04,EE302,Present
STU1119,2024-03-04,EE302,Present
STU0694,2024-03-04,EE302,Present
STU0359,2024-03-04,EE302,Present
STU0952,2024-03-04,EE302,Present
STU0981,2024-03-04,EE302,Absent
STU0374,2024-03-04,EE302,Present
STU0277,2024-03-04,EE302,Present
STU0130,2024-03-04,EE302,Present
STU0938,2024-03-04,EE302,Present
STU0076,2024-03-04,EE302,Present
STU0601,2024-03-04,EE302,Present
STU0413,2024-03-04,EE302,Present
STU0090,2024-03-04,EE302,Absent
STU0409,2024-03-04,EE302,Present
STU0086,2024-03-04,EE302,Present
STU0647,2024-03-04,EE302,Present
STU0636,2024-03-04,EE302,Present
STU1056,2024-03-04,EE302,Present
STU0816,2024-03-04,EE302,Present
STU1113,2024-03-04,EE302,Present
STU0970,2024-03-04,EE302,Present
STU0519,2024-03-04,EE302,Present
STU0075,2024-03-04,EE302,Present
STU0392,2024-03-04,EE302,Absent
STU0732,2024-03-04,ME206,Present
STU0098,2024-03-04,ME206,Present
STU0680,2024-03-04,ME206,Present
STU0560,2024-03-04,ME206,Present
STU0255,2024-03-04,ME206,Present
STU0754,2024-03-04,ME206,Absent
STU0895,2024-03-04,ME206,Present
STU0820,2024-03-04,ME206,Present
STU0901,2024-03-04,ME206,Present
STU0792,2024-03-04,ME206,Present
STU0695,2024-03-04,ME206,Present
STU0383,2024-03-04,ME206,Present
STU1017,2024-03-04,ME206,Absent
STU1019,2024-03-04,ME206,Present
STU0753,2024-03-04,ME206,Present
STU1064,2024-03-04,ME206,
STU0547,2024-03-04,ME206,Present
STU0170,2024-03-04,ME206,Present
STU0870,2024-03-04,ME206,Present
STU0162,2024-03-04,ME206,Present
STU0882,2024-03-04,ME206,Present
STU0370,2024-03-04,ME206,Present
STU1118,2024-03-04,ME206,Present
STU0602,2024-03-04,ME206,Absent
STU0658,2024-03-04,ME206,Present
STU0211,2024-03-04,ME206,Present
STU0164,2024-03-04,ME206,Present
STU0672,2024-03-04,ME206,Absent
STU0606,2024-03-04,ME206,Absent
STU0628,2024-03-04,ME206,
STU0914,2024-03-04,ME206,Absent
STU0873,2024-03-04,ME206,Present
STU0342,2024-03-04,ME206,Present
STU0910,2024-03-04,ME206,Present
STU0916,2024-03-04,CS104,Present
STU0087,2024-03-04,CS104,Present
STU0723,2024-03-04,CS104,Absent
STU0891,2024-03-04,CS104,Present
STU0563,2024-03-04,CS104,Present
STU0118,2024-03-04,CS104,Present
STU0154,2024-03-04,CS104,Present
STU0832,2024-03-04,CS104,Present
STU0745,2024-03-04,CS104,
STU1051,2024-03-04,CS104,Present
STU0328,2024-03-04,CS104,Absent
STU0064,2024-03-04,CS104,Present
STU0293,2024-03-04,CS104,Present
STU0898,2024-03-04,CS104,Present
STU0072,2024-03-04,CS104,Present
STU0259,2024-03-04,CS104,Present
STU0138,2024-03-04,CS104,Present
STU0484,2024-03-04,CS104,Absent
STU0751,2024-03-04,CS104,Present
STU0742,2024-03-04,CS104,Absent
STU0785,2024-03-04,CS104,Absent
STU1162,2024-03-04,CS104,Present
STU0067,2024-03-04,CS104,Absent
STU0315,2024-03-04,CS104,
STU0922,2024-03-04,CS104,Present
STU0760,2024-03-04,CS104,Present
STU0762,2024-03-04,CS104,Absent
STU0910,2024-03-04,CS104,Absent
STU0158,2024-03-04,CS104,
STU1176,2024-03-04,CS104,Present
STU0282,2024-03-04,CS104,Present
STU1085,2024-03-04,CS104,Present
STU0752,2024-03-04,CS104,Present
STU0816,2024-03-04,CS104,Present
STU0644,2024-03-04,CS104,Present
STU0571,2024-03-04,CS104,Present
STU0233,2024-03-04,ME201,Absent
STU0054,2024-03-04,ME201,Present
STU0382,2024-03-04,ME201,Absent
STU1023,2024-03-04,ME201,Present
STU1061,2024-03-04,ME201,Absent
STU0793,2024-03-04,ME201,Absent
STU1151,2024-03-04,ME201,Present
STU0242,2024-03-04,ME201,Present
STU0537,2024-03-04,ME201,Present
STU0534,2024-03-04,ME201,Present
STU0914,2024-03-04,ME201,Present
STU0440,2024-03-04,ME201,Present
STU0585,2024-03-04,ME201,Present
STU1006,2024-03-04,ME201,Present
STU0410,2024-03-04,ME201,Present
STU0252,2024-03-04,ME201,Present
STU0278,2024-03-04,ME201,Present
STU0152,2024-03-04,ME201,Absent
STU0926,2024-03-04,ME201,Present
STU0354,2024-03-04,ME201,Absent
STU0912,2024-03-04,ME201,Present
STU0180,2024-03-04,ME201,Present
STU0655,2024-03-04,ME201,Present
STU0712,2024-03-04,ME201,Present
STU0133,2024-03-04,ME201,Present
STU1127,2024-03-04,ME201,Present
STU1111,2024-03-04,ME201,Present
STU0595,2024-03-04,ME201,Present
STU0615,2024-03-04,ME201,Present
STU0323,2024-03-04,ME201,Present
STU0357,2024-03-04,ME201,Present
STU0741,2024-03-04,ME201,Present
STU0460,2024-03-04,EE306,Present
STU0249,2024-03-04,EE306,Present
STU0412,2024-03-04,EE306,Absent
STU0285,2024-03-04,EE306,Present
STU0485,2024-03-04,EE306,Present
STU1012,2024-03-04,EE306,Absent
STU0054,2024-03-04,EE306,Present
STU0740,2024-03-04,EE306,Present
STU1135,2024-03-04,EE306,Present
STU1173,2024-03-04,EE306,Present
STU0756,2024-03-04,EE306,Present
STU0958,2024-03-04,EE306,Present
STU1130,2024-03-04,EE306,Present
STU0266,2024-03-04,EE306,Present
STU0177,2024-03-04,EE306,Absent
STU0135,2024-03-04,EE306,Present
STU0634,2024-03-04,EE306,Present
STU0816,2024-03-04,EE306,Present
STU0981,2024-03-04,EE306,Present
STU1077,2024-03-04,EE306,Present
STU0842,2024-03-04,EE306,Present
STU0839,2024-03-04,EE306,Present
STU1178,2024-03-04,EE306,Absent
STU0152,2024-03-04,EE306,
STU0257,2024-03-04,EE306,Present
STU0650,2024-03-04,EE306,Present
STU0922,2024-03-04,EE306,Present
STU0955,2024-03-04,EE306,Absent
STU1060,2024-03-04,EE306,Present
STU0706,2024-03-04,EE306,Present
STU0263,2024-03-04,EE306,Present
STU0373,2024-03-04,EE306,Present
STU0265,2024-03-04,EE306,Present
STU0887,2024-03-04,EE306,Present
STU1030,2024-03-04,EE306,Present
STU0114,2024-03-04,EE306,Present
STU0255,2024-03-04,EE306,Present
STU1062,2024-03-04,EE306,Present
STU0314,2024-03-04,EE306,Present
STU0623,2024-03-04,EE306,Present
STU0338,2024-03-04,EE306,Present
STU0346,2024-03-05,CS111,Absent
STU1190,2024-03-05,CS111,Present
STU0316,2024-03-05,CS111,Absent
STU0351,2024-03-05,CS111,Present
STU0692,2024-03-05,CS111,Present
STU1155,2024-03-05,CS111,Present
STU0085,2024-03-05,CS111,Present
STU0059,2024-03-05,CS111,Absent
STU0167,2024-03-05,CS111,Present
STU0094,2024-03-05,CS111,Present
STU1182,2024-03-05,CS111,Present
STU0543,2024-03-05,CS111,Present
STU0432,2024-03-05,CS111,Present
STU1172,2024-03-05,CS111,Present
STU0854,2024-03-05,CS111,Present
STU0063,2024-03-05,CS111,Present
STU1020,2024-03-05,CS111,Present
STU1118,2024-03-05,CS111,Present
STU0594,2024-03-05,CS111,Absent
STU0619,2024-03-05,CS111,Absent
STU0990,2024-03-05,CS111,Present
STU0502,2024-03-05,CS111,Present
STU0832,2024-03-05,CS111,Present
STU0610,2024-03-05,CS111,Present
STU0929,2024-03-05,CS111,Present
STU0150,2024-03-05,CS111,Absent
STU0123,2024-03-05,CS111,Present
STU0324,2024-03-05,CS111,Absent
STU0901,2024-03-05,CS111,Present
STU0852,2024-03-05,CS111,Present
STU0992,2024-03-05,CS111,Present
STU0952,2024-03-05,CS111,Absent
STU0418,2024-03-05,CS111,Present
STU0697,2024-03-05,CS111,Present
STU0295,2024-03-05,CS111,Present
STU0641,2024-03-05,CS111,Present
STU0654,2024-03-05,CS111,Present
STU0708,2024-03-05,CS111,Present
STU0817,2024-03-05,CS111,Present
STU0268,2024-03-05,CS111,Present
STU0759,2024-03-05,CS111,Present
STU1151,2024-03-05,ME206,Present
STU0218,2024-03-05,ME206,Present
STU0654,2024-03-05,ME206,Present
STU0496,2024-03-05,ME206,Present
STU0956,2024-03-05,ME206,Present
STU0251,2024-03-05,ME206,Absent
STU0548,2024-03-05,ME206,Present
STU0921,2024-03-05,ME206,Present
STU0508,2024-03-05,ME206,Present
STU0289,2024-03-05,ME206,Present
STU0199,2024-03-05,ME206,Present
STU0104,2024-03-05,ME206,Present
STU0595,2024-03-05,ME206,Present
STU0787,2024-03-05,ME206,Present
STU0857,2024-03-05,ME206,Present
STU0509,2024-03-05,ME206,
STU0328,2024-03-05,ME206,Present
STU0671,2024-03-05,ME206,Present
STU1184,2024-03-05,ME206,Present
STU0641,2024-03-05,ME206,Present
STU0389,2024-03-05,ME206,Absent
STU0327,2024-03-05,ME206,Present
STU1021,2024-03-05,ME206,Present
STU1055,2024-03-05,ME206,Present
STU0957,2024-03-05,ME206,Present
STU1022,2024-03-05,ME206,Present
STU0632,2024-03-05,ME206,Present
STU1019,2024-03-05,ME206,Present
STU0048,2024-03-05,ME206,Present
STU0185,2024-03-05,ME206,Present
STU0806,2024-03-05,ME206,Present
STU1036,2024-03-05,ME206,Present
STU0937,2024-03-05,ME206,Absent
STU0494,2024-03-05,ME206,Present
STU0441,2024-03-05,ME206,Present
STU1195,2024-03-05,ME206,Absent
STU0723,2024-03-05,ME206,Present
STU0100,2024-03-05,ME206,Present
STU0577,2024-03-05,ME206,Present
STU1014,2024-03-05,ME206,Present
STU0964,2024-03-05,ME206,Present
STU1100,2024-03-05,CS115,Present
STU0017,2024-03-05,CS115,Present
STU0221,2024-03-05,CS115,Absent
STU0883,2024-03-05,CS115,Present
STU0275,2024-03-05,CS115,Present
STU0542,2024-03-05,CS115,Present
STU0750,2024-03-05,CS115,Present
STU0826,2024-03-05,CS115,Present
STU0093,2024-03-05,CS115,Absent
STU0821,2024-03-05,CS115,Present
STU0105,2024-03-05,CS115,Present
STU1168,2024-03-05,CS115,Present
STU1151,2024-03-05,CS115,Absent
STU0399,2024-03-05,CS115,Present
STU0743,2024-03-05,CS115,Present
STU1134,2024-03-05,CS115,Present
STU0592,2024-03-05,CS115,Absent
STU0151,2024-03-05,CS115,Absent
STU0792,2024-03-05,CS115,Absent
STU1033,2024-03-05,CS115,Present
STU0923,2024-03-05,CS115,Present
STU1127,2024-03-05,CS115,Present
STU0573,2024-03-05,CS115,Absent
STU0244,2024-03-05,CS115,Present
STU0264,2024-03-05,CS115,Present
STU0199,2024-03-05,CS115,Present
STU0807,2024-03-05,CS115,Present
STU0765,2024-03-05,CS115,Present
STU0695,2024-03-05,CS115,Absent
STU1143,2024-03-05,CS115,Absent
STU0749,2024-03-05,CS115,Present
STU0296,2024-03-05,CS115,Present
STU0408,2024-03-05,CS115,Present
STU1043,2024-03-05,CS115,Present
STU1025,2024-03-05,ME208,Present
STU0083,2024-03-05,ME208,Present
STU0093,2024-03-05,ME208,Present
STU0080,2024-03-05,ME208,Absent
STU0281,2024-03-05,ME208,Present
STU0683,2024-03-05,ME208,Present
STU0971,2024-03-05,ME208,Present
STU1064,2024-03-05,ME208,Present
STU0936,2024-03-05,ME208,Present
STU0306,2024-03-05,ME208,Present
STU1056,2024-03-05,ME208,Present
STU0287,2024-03-05,ME208,Absent
STU0672,2024-03-05,ME208,Present
STU0653,2024-03-05,ME208,Present
STU0333,2024-03-05,ME208,Present
STU0805,2024-03-05,ME208,Present
STU0613,2024-03-05,ME208,Present
STU0689,2024-03-05,ME208,Present
STU1039,2024-03-05,ME208,Present
STU1044,2024-03-05,ME208,Absent
STU1091,2024-03-05,ME208,Present
STU1004,2024-03-05,ME208,Present
STU1153,2024-03-05,ME208,Present
STU0614,2024-03-05,ME208,Present
STU0973,2024-03-05,ME208,Present
STU0035,2024-03-05,ME208,Present
STU0755,2024-03-05,ME208,Present
STU0679,2024-03-05,ME208,Present
STU0225,2024-03-05,ME208,Present
STU0854,2024-03-05,ME208,Present
STU1196,2024-03-05,ME208,
STU0631,2024-03-05,ME208,Present
STU0055,2024-03-05,ME208,Present
STU0972,2024-03-05,ME208,Present
STU0544,2024-03-05,ME208,Present
STU1185,2024-03-05,ME208,Present
STU1183,2024-03-05,ME208,Absent
STU0106,2024-03-05,EE306,Present
STU1196,2024-03-05,EE306,Present
STU0984,2024-03-05,EE306,Present
STU0350,2024-03-05,EE306,Present
STU1074,2024-03-05,EE306,Absent
STU0779,2024-03-05,EE306,Absent
STU0303,2024-03-05,EE306,Present
STU0497,2024-03-05,EE306,Present
STU0065,2024-03-05,EE306,Present
STU1173,2024-03-05,EE306,Absent
STU0226,2024-03-05,EE306,Present
STU0391,2024-03-05,EE306,Present
STU0039,2024-03-05,EE306,Present
STU0904,2024-03-05,EE306,Present
STU0643,2024-03-05,EE306,Present
STU0858,2024-03-05,EE306,Present
STU0311,2024-03-05,EE306,Present
STU0846,2024-03-05,EE306,Present
STU0418,2024-03-05,EE306,Present
STU0841,2024-03-05,EE306,Present
STU1028,2024-03-05,EE306,
STU0966,2024-03-05,EE306,Present
STU0128,2024-03-05,EE306,Present
STU0283,2024-03-05,EE306,Present
STU1063,2024-03-05,EE306,Present
STU0425,2024-03-05,EE306,Present
STU1149,2024-03-05,EE306,Present
STU0666,2024-03-05,EE306,Present
STU0980,2024-03-05,EE306,Present
STU1077,2024-03-05,EE306,
STU0772,2024-03-05,EE306,Absent
STU0355,2024-03-05,EE306,Present
STU1092,2024-03-05,ME202,Present
STU0702,2024-03-05,ME202,Present
STU1119,2024-03-05,ME202,Present
STU0726,2024-03-05,ME202,Present
STU0542,2024-03-05,ME202,Present
STU0992,2024-03-05,ME202,Present
STU0394,2024-03-05,ME202,Present
STU0505,2024-03-05,ME202,Present
STU0572,2024-03-05,ME202,Present
STU1143,2024-03-05,ME202,Present
STU0612,2024-03-05,ME202,Present
STU0461,2024-03-05,ME202,Present
STU0610,2024-03-05,ME202,Present
STU0592,2024-03-05,ME202,Present
STU0425,2024-03-05,ME202,Present
STU1002,2024-03-05,ME202,Absent
STU0650,2024-03-05,ME202,Absent
STU0983,2024-03-05,ME202,Present
STU0715,2024-03-05,ME202,Present
STU1148,2024-03-05,ME202,Present
STU0561,2024-03-05,ME202,Present
STU0590,2024-03-05,ME202,Present
STU0250,2024-03-05,ME202,Present
STU1175,2024-03-05,ME202,Absent
STU1113,2024-03-05,ME202,Present
STU0778,2024-03-05,ME202,Present
STU0809,2024-03-05,ME202,
STU0707,2024-03-05,ME202,Present
STU0300,2024-03-05,ME202,Present
STU0595,2024-03-05,ME202,Present
STU0087,2024-03-05,ME202,Present
STU0162,2024-03-05,ME202,Present
STU0710,2024-03-05,ME202,Absent
STU0906,2024-03-05,ME202,Present
STU0526,2024-03-05,ME202,Present
STU0982,2024-03-05,ME202,Present
STU0439,2024-03-05,ME202,Absent
STU0414,2024-03-05,ME202,Present
STU1104,2024-03-05,ME202,Present
STU1152,2024-03-05,EE304,Absent
STU0557,2024-03-05,EE304,Absent
STU0282,2024-03-05,EE304,Present
STU0224,2024-03-05,EE304,Present
STU0491,2024-03-05,EE304,Present
STU0497,2024-03-05,EE304,Present
STU0104,2024-03-05,EE304,Present
STU1088,2024-03-05,EE304,Present
STU0463,2024-03-05,EE304,Present
STU0477,2024-03-05,EE304,Present
STU0108,2024-03-05,EE304,Present
STU0206,2024-03-05,EE304,Present
STU0847,2024-03-05,EE304,Present
STU0677,2024-03-05,EE304,Present
STU0968,2024-03-05,EE304,Present
STU0011,2024-03-05,EE304,Present
STU1128,2024-03-05,EE304,Present
STU0324,2024-03-05,EE304,Present
STU0834,2024-03-05,EE304,Absent
STU0975,2024-03-05,EE304,Present
STU0978,2024-03-05,EE304,Present
STU0409,2024-03-05,EE304,Present
STU0589,2024-03-05,EE304,
STU0658,2024-03-05,EE304,Present
STU0585,2024-03-05,EE304,Absent
STU0122,2024-03-05,EE304,Present
STU0184,2024-03-05,EE304,Present
STU1176,2024-03-05,EE304,Present
STU0476,2024-03-05,EE304,Present
STU1096,2024-03-05,EE304,Present
STU0077,2024-03-05,EE304,Present
STU0359,2024-03-05,EE304,Present
STU0856,2024-03-05,EE304,Present
STU0361,2024-03-05,CS110,Present
STU0075,2024-03-05,CS110,Absent
STU0814,2024-03-05,CS110,Present
STU1015,2024-03-05,CS110,Present
STU0382,2024-03-05,CS110,Present
STU0593,2024-03-05,CS110,Present
STU0077,2024-03-05,CS110,Absent
STU0019,2024-03-05,CS110,Present
STU0612,2024-03-05,CS110,Present
STU1164,2024-03-05,CS110,Absent
STU0220,2024-03-05,CS110,Present
STU0687,2024-03-05,CS110,Absent
STU0583,2024-03-05,CS110,Present
STU0931,2024-03-05,CS110,Present
STU1113,2024-03-05,CS110,Present
STU1074,2024-03-05,CS110,Present
STU1012,2024-03-05,CS110,Absent
STU0275,2024-03-05,CS110,Present
STU1033,2024-03-05,CS110,Present
STU0959,2024-03-05,CS110,Present
STU0559,2024-03-05,CS110,Present
STU0395,2024-03-05,CS110,Present
STU0231,2024-03-05,CS110,Absent
STU0678,2024-03-05,CS110,Present
STU0333,2024-03-05,CS110,Present
STU0940,2024-03-05,CS110,Present
STU0527,2024-03-05,CS110,Present
STU0029,2024-03-05,CS110,Present
STU0691,2024-03-05,CS110,Present
STU0605,2024-03-05,CS110,Absent
STU1163,2024-03-05,CS110,Present
STU0396,2024-03-05,CS110,Present
STU0360,2024-03-05,CS110,Present
STU0831,2024-03-05,CS110,Absent
STU0876,2024-03-05,CS110,Present
STU1056,2024-03-05,CS110,Present
STU0672,2024-03-05,CS110,Present
STU0178,2024-03-05,CS110,Present
STU0821,2024-03-05,CS110,Present
STU0196,2024-03-05,CS110,Present
STU0379,2024-03-05,CS110,Present
STU0288,2024-03-05,CS110,Present
STU0978,2024-03-05,CS110,Absent
STU0663,2024-03-05,CS110,Absent
STU0509,2024-03-05,CS110,
STU0014,2024-03-05,CS110,Present
STU0535,2024-03-05,CS110,Present
STU0786,2024-03-05,CS110,Present
STU0483,2024-03-05,CS110,Present
STU0915,2024-03-05,CS110,Present
STU0547,2024-03-05,CS110,Present
STU0676,2024-03-05,CS110,Present
STU0619,2024-03-05,CS110,Present
STU1174,2024-03-05,CS103,Present
STU0024,2024-03-05,CS103,Present
STU0536,2024-03-05,CS103,Present
STU0737,2024-03-05,CS103,Present
STU0484,2024-03-05,CS103,Present
STU0128,2024-03-05,CS103,Present
STU0243,2024-03-05,CS103,Present
STU0954,2024-03-05,CS103,Present
STU0629,2024-03-05,CS103,Present
STU0328,2024-03-05,CS103,Absent
STU0831,2024-03-05,CS103,Absent
STU1030,2024-03-05,CS103,Absent
STU0637,2024-03-05,CS103,Present
STU0241,2024-03-05,CS103,Present
STU0605,2024-03-05,CS103,Absent
STU0753,2024-03-05,CS103,Present
STU0453,2024-03-05,CS103,Present
STU0449,2024-03-05,CS103,Present
STU0274,2024-03-05,CS103,Present
STU0980,2024-03-05,CS103,Absent
STU0314,2024-03-05,CS103,Present
STU0932,2024-03-05,CS103,Present
STU0766,2024-03-05,CS103,Present
STU0852,2024-03-05,CS103,Present
STU1125,2024-03-05,CS103,Absent
STU0965,2024-03-05,CS103,Present
STU1101,2024-03-05,CS103,Present
STU0448,2024-03-05,CS103,Absent
STU0507,2024-03-05,CS103,Present
STU0168,2024-03-05,CS103,Present
STU1077,2024-03-05,CS103,Present
STU0915,2024-03-05,CS103,Present
STU1082,2024-03-05,CS103,Present
STU0741,2024-03-05,CS103,Present
STU0160,2024-03-05,CS103,Present
STU1156,2024-03-05,CS103,Present
STU0230,2024-03-05,CS103,Absent
STU0127,2024-03-05,CS103,Present
STU1122,2024-03-05,CS103,Present
STU1036,2024-03-05,CS103,Present
STU0415,2024-03-05,CS103,Present
STU1173,2024-03-05,CS103,Present
STU1100,2024-03-05,CS103,Absent
STU0337,2024-03-05,CS109,Absent
STU0672,2024-03-05,CS109,Present
STU1066,2024-03-05,CS109,Absent
STU0905,2024-03-05,CS109,Present
STU0239,2024-03-05,CS109,Present
STU0421,2024-03-05,CS109,Present
STU1195,2024-03-05,CS109,Absent
STU1002,2024-03-05,CS109,Present
STU0187,2024-03-05,CS109,Present
STU1046,2024-03-05,CS109,Present
STU0913,2024-03-05,CS109,Present
STU0114,2024-03-05,CS109,Present
STU0929,2024-03-05,CS109,Absent
STU0271,2024-03-05,CS109,Present
STU1052,2024-03-05,CS109,Present
STU0851,2024-03-05,CS109,Absent
STU0936,2024-03-05,CS109,Present
STU1155,2024-03-05,CS109,Absent
STU0119,2024-03-05,CS109,Present
STU1145,2024-03-05,CS109,Present
STU0947,2024-03-05,CS109,Present
STU0632,2024-03-05,CS109,Absent
STU0045,2024-03-05,CS109,Present
STU0811,2024-03-05,CS109,Present
STU0522,2024-03-05,CS109,Present
STU0007,2024-03-05,CS109,Present
STU0447,2024-03-05,CS109,Present
STU1185,2024-03-05,CS109,Present
STU0150,2024-03-05,CS109,Absent
STU0868,2024-03-05,CS107,Present
STU0706,2024-03-05,CS107,Present
STU0131,2024-03-05,CS107,Present
STU1109,2024-03-05,CS107,Absent
STU0124,2024-03-05,CS107,Present
STU0142,2024-03-05,CS107,Present
STU0967,2024-03-05,CS107,Present
STU0065,2024-03-05,CS107,Present
STU0588,2024-03-05,CS107,Present
STU0838,2024-03-05,CS107,Absent
STU0369,2024-03-05,CS107,Present
STU0278,2024-03-05,CS107,Present
STU0861,2024-03-05,CS107,
STU0767,2024-03-05,CS107,Absent
STU0784,2024-03-05,CS107,Present
STU0919,2024-03-05,CS107,Present
STU0774,2024-03-05,CS107,Present
STU0770,2024-03-05,CS107,Absent
STU0165,2024-03-05,CS107,Present
STU1105,2024-03-05,CS107,Present
STU0273,2024-03-05,CS107,Present
STU0713,2024-03-05,CS107,Present
STU0243,2024-03-05,CS107,Present
STU0366,2024-03-05,CS107,Present
STU1101,2024-03-05,CS107,Present
STU0805,2024-03-05,CS107,Present
STU0261,2024-03-05,EE309,Present
STU0457,2024-03-05,EE309,Absent
STU0008,2024-03-05,EE309,
STU0047,2024-03-05,EE309,Absent
STU0612,2024-03-05,EE309,Present
STU0949,2024-03-05,EE309,Present
STU1116,2024-03-05,EE309,Present
STU0869,2024-03-05,EE309,Present
STU1090,2024-03-05,EE309,Present
STU0777,2024-03-05,EE309,Present
STU0471,2024-03-05,EE309,Present
STU0507,2024-03-05,EE309,Absent
STU0944,2024-03-05,EE309,Present
STU0709,2024-03-05,EE309,Absent
STU0318,2024-03-05,EE309,Present
STU0565,2024-03-05,EE309,Present
STU0387,2024-03-05,EE309,Present
STU0232,2024-03-05,EE309,Present
STU0066,2024-03-05,EE309,Present
STU0859,2024-03-05,EE309,Present
STU0033,2024-03-05,EE309,Present
STU0493,2024-03-05,EE309,Present
STU0423,2024-03-05,EE309,Present
STU0138,2024-03-05,EE309,Absent
STU0207,2024-03-05,EE309,Absent
STU0069,2024-03-05,EE309,Present
STU0915,2024-03-05,EE309,Present
STU0100,2024-03-05,EE309,Present
STU0502,2024-03-05,EE309,Present
STU0091,2024-03-05,EE309,Absent
STU0824,2024-03-05,EE309,Present
STU0899,2024-03-05,EE309,Present
STU0480,2024-03-05,EE309,Present
STU1106,2024-03-05,EE309,Present
STU0445,2024-03-05,EE309,Present
STU0116,2024-03-05,EE309,Absent
STU0287,2024-03-05,EE309,Present
STU1032,2024-03-05,EE309,
STU0593,2024-03-05,EE309,Absent
STU1180,2024-03-05,EE309,Present
STU0654,2024-03-05,EE309,Present
STU0657,2024-03-05,ME203,Present
STU0486,2024-03-05,ME203,Present
STU0619,2024-03-05,ME203,Absent
STU0294,2024-03-05,ME203,
STU1068,2024-03-05,ME203,Absent
STU0453,2024-03-05,ME203,Present
STU0847,2024-03-05,ME203,Absent
STU0616,2024-03-05,ME203,Present
STU0564,2024-03-05,ME203,Present
STU0125,2024-03-05,ME203,Present
STU1141,2024-03-05,ME203,Absent
STU0359,2024-03-05,ME203,Present
STU0875,2024-03-05,ME203,Present
STU1139,2024-03-05,ME203,Absent
STU1016,2024-03-05,ME203,Present
STU0097,2024-03-05,ME203,Absent
STU0706,2024-03-05,ME203,Present
STU0781,2024-03-05,ME203,Present
STU1075,2024-03-05,ME203,Present
STU0653,2024-03-05,ME203,Present
STU0853,2024-03-05,ME203,Present
STU0837,2024-03-05,ME203,Present
STU0306,2024-03-05,ME203,Present
STU0615,2024-03-05,ME203,Present
STU0771,2024-03-05,ME203,Present
STU0377,2024-03-05,ME203,Present
STU1102,2024-03-05,ME203,Present
STU0970,2024-03-05,ME203,Present
STU0494,2024-03-05,ME203,Present
STU0462,2024-03-05,ME203,Absent
STU0296,2024-03-05,ME203,Absent
STU0949,2024-03-05,ME203,Present
STU0119,2024-03-05,ME203,Present
STU1152,2024-03-05,ME203,Absent
STU0846,2024-03-05,ME203,Present
STU0854,2024-03-05,ME203,
STU1142,2024-03-05,ME203,Present
STU1086,2024-03-05,ME203,Present
STU0275,2024-03-05,ME203,Present
STU0796,2024-03-05,ME203,Present
STU0498,2024-03-05,ME203,Absent
STU0523,2024-03-05,ME203,Absent
STU0417,2024-03-05,ME203,Present
